r,g,d,w,l,td,tw,tl,l_,e,a,s,t,p
-1,44140,10,0,0,42801,417,922,79949954.74815369,0.7998334999999905,1588,82630,2023-04-28T02:11:35.550773,0
-1,44150,10,0,0,42811,417,922,78877740.8003807,0.7331668333333239,1303,83933,2023-04-28T02:11:39.940571,0
10.1,44160,9,1,0,42820,418,922,79581747.35307693,0.6665034966666574,1298,85231,2023-04-28T02:11:44.269238,0
-10.9,44170,9,0,1,42829,418,923,75066733.0622673,0.5998371629999907,1191,86422,2023-04-28T02:11:48.839379,0
0.2,44180,8,1,1,42837,419,924,79514369.07052994,0.5331898103333251,991,87413,2023-04-28T02:11:53.431066,0
-1,44190,10,0,0,42847,419,924,78082339.76364136,0.46650016666665717,1030,88443,2023-04-28T02:11:58.084483,0
-1,44200,10,0,0,42857,419,924,76321180.46283722,0.3998334999999905,911,89354,2023-04-28T02:12:03.008804,0
-10.9,44210,9,0,1,42866,419,925,75710949.59974289,0.33317848833332453,795,90149,2023-04-28T02:12:07.820201,0
-1,44220,10,0,0,42876,419,925,73902919.59047318,0.2665001666666572,767,90916,2023-04-28T02:12:12.798282,0
-1,44230,10,0,0,42886,419,925,73024372.16043472,0.19983350000000433,762,91678,2023-04-28T02:12:17.758805,0
-1,44240,10,0,0,42896,419,925,72094418.70450974,0.13316683333333768,689,92367,2023-04-28T02:12:22.827408,0
-1,44250,10,0,0,42906,419,925,71219337.28456497,0.06650016666666408,618,92985,2023-04-28T02:12:27.932121,0
-1,44260,10,0,0,42916,419,925,72154502.86865234,0.05,561,93546,2023-04-28T02:12:32.995352,0
-10.9,44270,9,0,1,42925,419,926,70793372.39265442,0.05,523,94069,2023-04-28T02:12:38.095068,0
-1,44280,10,0,0,42935,419,926,70433458.08982849,0.05,583,94652,2023-04-28T02:12:43.100004,0
-1,44290,10,0,0,42945,419,926,71806833.44602585,0.05,587,95239,2023-04-28T02:12:48.159449,0
-1,44300,10,0,0,42955,419,926,69784886.83700562,0.05,584,95823,2023-04-28T02:12:53.342192,0
-1,44310,10,0,0,42965,419,926,70703209.63859558,0.05,590,96413,2023-04-28T02:12:58.357615,0
-1,44320,10,0,0,42975,419,926,70165790.02141953,0.05,568,96981,2023-04-28T02:13:03.409176,0
10.1,44330,9,1,0,42984,420,926,68974528.90872955,0.05,589,97570,2023-04-28T02:13:08.440569,0
-1,44340,10,0,0,42994,420,926,68745462.29839325,0.05,589,98159,2023-04-28T02:13:13.554839,0
-1,44350,10,0,0,43004,420,926,69128727.61487961,0.05,549,98708,2023-04-28T02:13:18.726640,0
-10.9,44360,9,0,1,43013,420,927,70903114.67647552,0.05,599,99307,2023-04-28T02:13:23.898223,0
10.1,44370,9,1,0,43022,421,927,69469912.35017776,0.05,535,99842,2023-04-28T02:13:28.878521,0
-1,44380,10,0,0,43032,421,927,69356704.95033264,0.05,556,80319,2023-04-28T02:13:34.040731,0
-1,44390,10,0,0,43042,421,927,67537158.13159943,0.05,554,80873,2023-04-28T02:13:39.135186,0
-1,44400,10,0,0,43052,421,927,67947406.76879883,0.05,551,81424,2023-04-28T02:13:44.150325,0
-1,44410,10,0,0,43062,421,927,74050198.79341125,0.9998334999999905,1693,83117,2023-04-28T02:13:48.349889,0
-20.8,44420,8,0,2,43070,421,929,78332652.74763107,0.9331881453333251,1329,84446,2023-04-28T02:13:52.645800,0
-1,44430,10,0,0,43080,421,929,76822810.76908112,0.8665001666666572,1512,85958,2023-04-28T02:13:56.889917,0
-1,44440,10,0,0,43090,421,929,78760432.00492859,0.7998334999999905,1349,87307,2023-04-28T02:14:01.263100,0
-1,44450,10,0,0,43100,421,929,79544604.71868515,0.7331668333333239,1384,88691,2023-04-28T02:14:05.697204,0
-10.9,44460,9,0,1,43109,421,930,74540329.57553864,0.6665078256666577,1204,89895,2023-04-28T02:14:10.219717,0
-1,44470,10,0,0,43119,421,930,77155945.00303268,0.5998334999999905,1179,91074,2023-04-28T02:14:14.643451,0
-10.9,44480,9,0,1,43128,421,931,74402649.10459518,0.5331688313333239,1106,92180,2023-04-28T02:14:19.397395,0
-1,44490,10,0,0,43138,421,931,75444215.83414078,0.46650016666665717,1046,93226,2023-04-28T02:14:23.902248,0
-1,44500,10,0,0,43148,421,931,74716389.77527618,0.3998334999999905,977,94203,2023-04-28T02:14:28.505425,0
-1,44510,10,0,0,43158,421,931,75122946.79880142,0.33316683333332386,923,95126,2023-04-28T02:14:33.229108,0
-1,44520,10,0,0,43168,421,931,72172319.29302216,0.2665001666666572,871,95997,2023-04-28T02:14:37.995316,0
-10.9,44530,9,0,1,43177,421,932,73408970.23677826,0.19984315700000407,751,96748,2023-04-28T02:14:42.809746,0
-10.9,44540,9,0,1,43186,421,933,71810317.03948975,0.13316816533333764,676,97424,2023-04-28T02:14:47.653908,0
-1,44550,10,0,0,43196,421,933,69823986.88793182,0.06650016666666408,563,97987,2023-04-28T02:14:52.827796,0
-1,44560,10,0,0,43206,421,933,68662427.6638031,0,504,98491,2023-04-28T02:14:57.975341,0
-1,44570,10,0,0,43216,421,933,69049784.24310684,0,507,98998,2023-04-28T02:15:03.253833,0
-1,44580,10,0,0,43226,421,933,69803393.1851387,0,537,99535,2023-04-28T02:15:08.359116,0
-1,44590,10,0,0,43236,421,933,68521423.9358902,0,500,80028,2023-04-28T02:15:13.459905,0
-1,44600,10,0,0,43246,421,933,69800884.4256401,0,508,80536,2023-04-28T02:15:18.641107,0
-1,44610,10,0,0,43256,421,933,69326770.90168,0,508,81044,2023-04-28T02:15:23.842421,0
-1,44620,10,0,0,43266,421,933,69151890.27786255,0,527,81571,2023-04-28T02:15:29.003746,0
-1,44630,10,0,0,43276,421,933,68537858.72459412,0,515,82086,2023-04-28T02:15:34.186405,0
-1,44640,10,0,0,43286,421,933,68393324.31554794,0,500,82586,2023-04-28T02:15:39.308832,0
-1,44650,10,0,0,43296,421,933,67839370.66793442,0,500,83086,2023-04-28T02:15:44.414698,0
-1,44660,10,0,0,43306,421,933,68451997.63774872,0,523,83609,2023-04-28T02:15:49.494719,0
-1,44670,10,0,0,43316,421,933,66947370.767593384,0,521,84130,2023-04-28T02:15:54.648003,0
-1,44680,10,0,0,43326,421,933,67627267.24147797,0,500,84630,2023-04-28T02:15:59.780874,0
-1,44690,10,0,0,43336,421,933,68275104.46310043,0,508,85138,2023-04-28T02:16:04.918757,0
-1,44700,10,0,0,43346,421,933,66698186.99359894,0,501,85639,2023-04-28T02:16:10.047234,0
-1,44710,10,0,0,43356,421,933,75258015.99025726,0.9998334999999905,1554,87193,2023-04-28T02:16:14.214481,0
-10.9,44720,9,0,1,43365,421,934,76957071.42353058,0.9331784883333245,1477,88670,2023-04-28T02:16:18.415279,0
-1,44730,10,0,0,43375,421,934,76172114.31264877,0.8665001666666572,1593,90263,2023-04-28T02:16:22.728748,0
10.1,44740,9,1,0,43384,422,934,73843229.11500931,0.7998374959999908,1412,91675,2023-04-28T02:16:27.109582,0
10.1,44750,9,1,0,43393,423,934,80107138.15689087,0.7331738263333243,1280,92955,2023-04-28T02:16:31.459971,0
-1,44760,10,0,0,43403,423,934,76764134.16862488,0.6665001666666572,1220,94175,2023-04-28T02:16:35.902410,0
-1,44770,10,0,0,43413,423,934,75167930.12619019,0.5998334999999905,1196,95371,2023-04-28T02:16:40.403262,0
-1,44780,10,0,0,43423,423,934,78721896.4099884,0.5331668333333238,1064,96435,2023-04-28T02:16:44.976307,0
-1,44790,10,0,0,43433,423,934,74165045.3209877,0.46650016666665717,985,97420,2023-04-28T02:16:49.744259,0
-1,44800,10,0,0,43443,423,934,75631479.32291031,0.3998334999999905,980,98400,2023-04-28T02:16:54.638631,0
10.1,44810,9,1,0,43452,424,934,74673341.51268005,0.33317848833332453,785,99185,2023-04-28T02:16:59.360104,0
-1,44820,10,0,0,43462,424,934,72635450.95920563,0.2665001666666572,843,80023,2023-04-28T02:17:04.179396,0
-1,44830,10,0,0,43472,424,934,74404088.55676651,0.19983350000000433,800,80823,2023-04-28T02:17:09.053178,0
-1,44840,10,0,0,43482,424,934,71789951.62248611,0.13316683333333768,596,81419,2023-04-28T02:17:14.052644,0
10.1,44850,9,1,0,43491,425,934,72442424.89337921,0.06651215466666427,555,81974,2023-04-28T02:17:19.018174,0
-1,44860,10,0,0,43501,425,934,70607132.01761246,0,504,82478,2023-04-28T02:17:24.239564,0
-10.9,44870,9,0,1,43510,425,935,71967910.52818298,0,494,82972,2023-04-28T02:17:29.305289,0
-1,44880,10,0,0,43520,425,935,70072340.66724777,0,500,83472,2023-04-28T02:17:34.394685,0
-1,44890,10,0,0,43530,425,935,69542337.3579979,0,504,83976,2023-04-28T02:17:39.558180,0
-1,44900,10,0,0,43540,425,935,68763314.48554993,0,500,84476,2023-04-28T02:17:44.688756,0
-1,44910,10,0,0,43550,425,935,69475475.8477211,0,517,84993,2023-04-28T02:17:49.866414,0
-1,44920,10,0,0,43560,425,935,68808795.80974579,0,508,85501,2023-04-28T02:17:55.037958,0
-1,44930,10,0,0,43570,425,935,69279422.46198654,0,523,86024,2023-04-28T02:18:00.178530,0
-10.9,44940,9,0,1,43579,425,936,68799944.51999664,0,513,86537,2023-04-28T02:18:05.291108,0
-1,44950,10,0,0,43589,425,936,68813356.45914078,0,513,87050,2023-04-28T02:18:10.445064,0
-1,44960,10,0,0,43599,425,936,67992906.8684578,0,500,87550,2023-04-28T02:18:15.558583,0
-1,44970,10,0,0,43609,425,936,69299153.08952332,0,514,88064,2023-04-28T02:18:20.757918,0
-1,44980,10,0,0,43619,425,936,67089459.59806442,0,501,88565,2023-04-28T02:18:26.062801,0
-1,44990,10,0,0,43629,425,936,68667690.15789032,0,505,89070,2023-04-28T02:18:31.438227,0
-1,45000,10,0,0,43639,425,936,66870041.489601135,0,501,89571,2023-04-28T02:18:36.649695,0
-1,45010,10,0,0,43649,425,936,76897705.79338074,0.9998334999999905,1522,91093,2023-04-28T02:18:40.848829,0
-1,45020,10,0,0,43659,425,936,78292141.5567398,0.9331668333333238,1415,92508,2023-04-28T02:18:45.092649,0
-1,45030,10,0,0,43669,425,936,77863149.64294434,0.8665001666666572,1499,94007,2023-04-28T02:18:49.439283,0
-20.8,45040,8,0,2,43677,425,938,78684509.69457626,0.7998434899999911,1251,95258,2023-04-28T02:18:53.771391,0
-1,45050,10,0,0,43687,425,938,76962091.92276001,0.7331668333333239,1413,96671,2023-04-28T02:18:58.254186,0
10.1,45060,9,1,0,43696,426,938,82260944.24724579,0.6665048286666575,1195,97866,2023-04-28T02:19:02.819187,0
-1,45070,10,0,0,43706,426,938,76849691.27178192,0.5998334999999905,1272,99138,2023-04-28T02:19:07.293184,0
-1,45080,10,0,0,43716,426,938,79111734.92670059,0.5331668333333238,1187,80260,2023-04-28T02:19:11.866477,0
-1,45090,10,0,0,43726,426,938,76238668.85900497,0.46650016666665717,1092,81352,2023-04-28T02:19:16.526549,0
-1,45100,10,0,0,43736,426,938,76539625.82349777,0.3998334999999905,1024,82376,2023-04-28T02:19:21.225121,0
-1,45110,10,0,0,43746,426,938,77274923.62260818,0.33316683333332386,856,83232,2023-04-28T02:19:26.362600,0
-1,45120,10,0,0,43756,426,938,75397785.00795364,0.2665001666666572,812,84044,2023-04-28T02:19:31.303144,0
-1,45130,10,0,0,43766,426,938,72615791.26119614,0.19983350000000433,746,84790,2023-04-28T02:19:36.213601,0
-1,45140,10,0,0,43776,426,938,73585982.91873932,0.13316683333333768,628,85418,2023-04-28T02:19:41.290062,0
-1,45150,10,0,0,43786,426,938,71034728.58667374,0.06650016666666408,560,85978,2023-04-28T02:19:46.305467,0
-10.9,45160,9,0,1,43795,426,939,71382835.50739288,0,472,86450,2023-04-28T02:19:51.370379,0
-1,45170,10,0,0,43805,426,939,69845722.31769562,0,504,86954,2023-04-28T02:19:56.546179,0
-1,45180,10,0,0,43815,426,939,69366331.69651031,0,510,87464,2023-04-28T02:20:01.842659,0
-1,45190,10,0,0,43825,426,939,69185537.6958847,0,500,87964,2023-04-28T02:20:07.024107,0
-10.9,45200,9,0,1,43834,426,940,70189968.94359589,0,486,88450,2023-04-28T02:20:12.120298,0
0.2,45210,8,1,1,43842,427,941,70416563.45129013,0,459,88909,2023-04-28T02:20:17.186029,0
-1,45220,10,0,0,43852,427,941,68264629.84085083,0,500,89409,2023-04-28T02:20:22.318075,0
-1,45230,10,0,0,43862,427,941,68991271.25740051,0,501,89910,2023-04-28T02:20:27.500804,0
-1,45240,10,0,0,43872,427,941,68785606.92071915,0,508,90418,2023-04-28T02:20:32.828516,0
-1,45250,10,0,0,43882,427,941,68781518.638134,0,518,90936,2023-04-28T02:20:38.011931,0
-1,45260,10,0,0,43892,427,941,68261792.95778275,0,524,91460,2023-04-28T02:20:43.268628,0
-1,45270,10,0,0,43902,427,941,68045959.77067947,0,503,91963,2023-04-28T02:20:48.386488,0
-1,45280,10,0,0,43912,427,941,68144015.07377625,0,506,92469,2023-04-28T02:20:53.566873,0
-1,45290,10,0,0,43922,427,941,67975763.67855072,0,500,92969,2023-04-28T02:20:58.721215,0
-1,45300,10,0,0,43932,427,941,67854407.1316719,0,516,93485,2023-04-28T02:21:03.888018,0
-10.9,45310,9,0,1,43941,427,942,75412184.5960617,0.999843156999991,1452,94937,2023-04-28T02:21:08.160135,0
-1,45320,10,0,0,43951,427,942,78799816.96605682,0.9331668333333238,1625,96562,2023-04-28T02:21:12.378069,0
-1,45330,10,0,0,43961,427,942,78541594.44570541,0.8665001666666572,1441,98003,2023-04-28T02:21:16.673763,0
-1,45340,10,0,0,43971,427,942,81610803.30610275,0.7998334999999905,1424,99427,2023-04-28T02:21:21.085761,0
-9.7,45350,7,1,2,43978,428,944,76433340.31105042,0.7331838163333249,1211,80511,2023-04-28T02:21:25.551794,0
10.1,45360,9,1,0,43987,429,944,79148066.93792343,0.6665018316666573,1255,81766,2023-04-28T02:21:30.035286,0
-1,45370,10,0,0,43997,429,944,77554856.53877258,0.5998334999999905,1187,82953,2023-04-28T02:21:34.632013,0
-1,45380,10,0,0,44007,429,944,79752184.45062637,0.5331668333333238,1070,84023,2023-04-28T02:21:39.335002,0
-1,45390,10,0,0,44017,429,944,76129744.94695663,0.46650016666665717,1109,85132,2023-04-28T02:21:44.051158,0
10.1,45400,9,1,0,44026,430,944,76779271.96025848,0.3998441559999911,969,86101,2023-04-28T02:21:48.708019,0
-1,45410,10,0,0,44036,430,944,74308901.42917633,0.33316683333332386,1025,87126,2023-04-28T02:21:53.515743,0
0.2,45420,8,1,1,44044,431,945,76463392.97294617,0.26651148866665786,794,87920,2023-04-28T02:21:58.351942,0
-1,45430,10,0,0,44054,431,945,73414732.51581192,0.19983350000000433,729,88649,2023-04-28T02:22:03.331053,0
-1,45440,10,0,0,44064,431,945,73347853.1241417,0.13316683333333768,623,89272,2023-04-28T02:22:08.402112,0
-10.9,45450,9,0,1,44073,431,946,72523486.01818085,0.0665014986666641,568,89840,2023-04-28T02:22:13.569556,0
-1,45460,10,0,0,44083,431,946,70864641.36838913,0.05,564,90404,2023-04-28T02:22:18.614810,0
-1,45470,10,0,0,44093,431,946,71534586.84682846,0.05,538,90942,2023-04-28T02:22:23.728421,0
-1,45480,10,0,0,44103,431,946,70738634.46712494,0.05,622,91564,2023-04-28T02:22:28.828924,0
-1,45490,10,0,0,44113,431,946,70969938.63582611,0.05,531,92095,2023-04-28T02:22:33.947724,0
0.2,45500,8,1,1,44121,432,947,70361503.06463242,0.05,473,92568,2023-04-28T02:22:39.020445,0
-10.9,45510,9,0,1,44130,432,948,69731464.38598633,0.05,569,93137,2023-04-28T02:22:44.179439,0
-1,45520,10,0,0,44140,432,948,70362948.47726822,0.05,558,93695,2023-04-28T02:22:49.222419,0
-1,45530,10,0,0,44150,432,948,70910336.07721329,0.05,600,94295,2023-04-28T02:22:54.367391,0
-1,45540,10,0,0,44160,432,948,69149406.85033798,0.05,543,94838,2023-04-28T02:22:59.431361,0
0.2,45550,8,1,1,44168,433,949,72126336.39574051,0.05,474,95312,2023-04-28T02:23:04.387952,0
-1,45560,10,0,0,44178,433,949,70308199.22685623,0.05,615,95927,2023-04-28T02:23:09.544625,0
-1,45570,10,0,0,44188,433,949,68960657.71579742,0.05,548,96475,2023-04-28T02:23:14.540219,0
-1,45580,10,0,0,44198,433,949,68240211.90404892,0.05,559,97034,2023-04-28T02:23:19.490003,0
-10.9,45590,9,0,1,44207,433,950,69184067.2492981,0.05,520,97554,2023-04-28T02:23:24.363684,0
-1,45600,10,0,0,44217,433,950,67999111.11593246,0.05,556,98110,2023-04-28T02:23:29.416504,0
-1,45610,10,0,0,44227,433,950,79549348.3543396,0.9998334999999905,1457,99567,2023-04-28T02:23:33.402626,0
0.2,45620,8,1,1,44235,434,951,76345036.3278389,0.9331831503333248,1287,80684,2023-04-28T02:23:37.506873,0
-10.9,45630,9,0,1,44244,434,952,79075651.16882324,0.8665114886666578,1311,81995,2023-04-28T02:23:41.701373,0
-10.9,45640,9,0,1,44253,434,953,78727864.92109299,0.7998458209999912,1350,83345,2023-04-28T02:23:45.915186,0
10.1,45650,9,1,0,44262,435,953,83330873.84700775,0.733168498333324,1373,84718,2023-04-28T02:23:50.114212,0
10.1,45660,9,1,0,44271,436,953,79264385.70022583,0.6665031636666574,1212,85930,2023-04-28T02:23:54.483578,0
-1,45670,10,0,0,44281,436,953,74441054.16536331,0.5998334999999905,1262,87192,2023-04-28T02:23:58.932332,0
-1,45680,10,0,0,44291,436,953,79242515.26594162,0.5331668333333238,1096,88288,2023-04-28T02:24:03.430312,0
-1,45690,10,0,0,44301,436,953,79140470.92199326,0.46650016666665717,997,89285,2023-04-28T02:24:08.048675,0
-1,45700,10,0,0,44311,436,953,75625951.58815384,0.3998334999999905,1037,90322,2023-04-28T02:24:12.702514,0
-1,45710,10,0,0,44321,436,953,76370676.75590515,0.33316683333332386,847,91169,2023-04-28T02:24:17.433028,0
-1,45720,10,0,0,44331,436,953,75562574.26738739,0.2665001666666572,807,91976,2023-04-28T02:24:22.219278,0
-1,45730,10,0,0,44341,436,953,74127864.24160004,0.19983350000000433,679,92655,2023-04-28T02:24:27.169488,0
-1,45740,10,0,0,44351,436,953,72010774.91044998,0.13316683333333768,682,93337,2023-04-28T02:24:32.085450,0
-1,45750,10,0,0,44361,436,953,71369511.78312302,0.06650016666666408,595,93932,2023-04-28T02:24:37.096768,0
-1,45760,10,0,0,44371,436,953,69727343.916893,0.01,521,94453,2023-04-28T02:24:42.307004,0
-10.9,45770,9,0,1,44380,436,954,70535025.89464188,0.01,528,94981,2023-04-28T02:24:47.269626,0
-1,45780,10,0,0,44390,436,954,70128427.1478653,0.01,531,95512,2023-04-28T02:24:52.256834,0
-1,45790,10,0,0,44400,436,954,70924854.27856445,0.01,563,96075,2023-04-28T02:24:57.278087,0
-1,45800,10,0,0,44410,436,954,69568856.95457458,0.01,547,96622,2023-04-28T02:25:02.315559,0
-1,45810,10,0,0,44420,436,954,68190273.34451675,0.01,511,97133,2023-04-28T02:25:07.404693,0
-1,45820,10,0,0,44430,436,954,68868254.42314148,0.01,504,97637,2023-04-28T02:25:12.534143,0
-10.9,45830,9,0,1,44439,436,955,69610576.03359222,0.01,493,98130,2023-04-28T02:25:17.468275,0
-1,45840,10,0,0,44449,436,955,69023051.55992508,0.01,515,98645,2023-04-28T02:25:22.429881,0
-1,45850,10,0,0,44459,436,955,67757297.4562645,0.01,535,99180,2023-04-28T02:25:27.437116,0
-1,45860,10,0,0,44469,436,955,68635129.92858887,0.01,532,99712,2023-04-28T02:25:32.492088,0
-1,45870,10,0,0,44479,436,955,68264788.09118271,0.01,531,80195,2023-04-28T02:25:37.495893,0
-1,45880,10,0,0,44489,436,955,67296028.73325348,0.01,509,80704,2023-04-28T02:25:42.575691,0
-1,45890,10,0,0,44499,436,955,66967819.929122925,0.01,508,81212,2023-04-28T02:25:47.527468,0
-1,45900,10,0,0,44509,436,955,67031785.24971008,0.01,524,81736,2023-04-28T02:25:52.489000,0
-1,45910,10,0,0,44519,436,955,77318619.19164658,0.9998334999999905,1690,83426,2023-04-28T02:25:56.493498,0
-1,45920,10,0,0,44529,436,955,74352860.74876785,0.9331668333333238,1553,84979,2023-04-28T02:26:00.603833,0
-1,45930,10,0,0,44539,436,955,79773198.36616516,0.8665001666666572,1487,86466,2023-04-28T02:26:04.761353,0
-1,45940,10,0,0,44549,436,955,78933294.11745071,0.7998334999999905,1383,87849,2023-04-28T02:26:08.957732,0
-1,45950,10,0,0,44559,436,955,76684029.10232544,0.7331668333333239,1422,89271,2023-04-28T02:26:13.342216,0
-1,45960,10,0,0,44569,436,955,79003843.66512299,0.6665001666666572,1246,90517,2023-04-28T02:26:17.655694,0
-1,45970,10,0,0,44579,436,955,77829728.4245491,0.5998334999999905,1156,91673,2023-04-28T02:26:22.096196,0
-20.8,45980,8,0,2,44587,436,957,78800945.28198242,0.5331791543333245,1028,92701,2023-04-28T02:26:26.609054,0
-1,45990,10,0,0,44597,436,957,79224292.63591766,0.46650016666665717,1050,93751,2023-04-28T02:26:31.166314,0
-1,46000,10,0,0,44607,436,957,75982373.65484238,0.3998334999999905,1035,94786,2023-04-28T02:26:35.850518,0
-1,46010,10,0,0,44617,436,957,73626156.44931793,0.33316683333332386,846,95632,2023-04-28T02:26:40.615543,0
-1,46020,10,0,0,44627,436,957,72210709.45262909,0.2665001666666572,952,96584,2023-04-28T02:26:45.447509,0
-10.9,46030,9,0,1,44636,436,958,74378317.29650497,0.19984848500000393,678,97262,2023-04-28T02:26:50.333955,0
-1,46040,10,0,0,44646,436,958,73716278.97024155,0.13316683333333768,677,97939,2023-04-28T02:26:55.197979,0
-1,46050,10,0,0,44656,436,958,71315502.52437592,0.06650016666666408,590,98529,2023-04-28T02:27:00.173238,0
-10.9,46060,9,0,1,44665,436,959,71924056.70881271,0.05,546,99075,2023-04-28T02:27:05.091869,0
-1,46070,10,0,0,44675,436,959,69347632.52735138,0.05,610,99685,2023-04-28T02:27:10.187868,0
-1,46080,10,0,0,44685,436,959,69717029.33311462,0.05,595,80224,2023-04-28T02:27:15.188686,0
-1,46090,10,0,0,44695,436,959,71424856.48393631,0.05,594,80818,2023-04-28T02:27:20.126956,0
-1,46100,10,0,0,44705,436,959,70703487.09821701,0.05,593,81411,2023-04-28T02:27:25.028659,0
-1,46110,10,0,0,44715,436,959,70896341.20464325,0.05,574,81985,2023-04-28T02:27:30.023596,0
-10.9,46120,9,0,1,44724,436,960,71783218.97983551,0.05,559,82544,2023-04-28T02:27:34.909305,0
-1,46130,10,0,0,44734,436,960,69872308.96949768,0.05,548,83092,2023-04-28T02:27:39.969983,0
-1,46140,10,0,0,44744,436,960,69820501.20830536,0.05,608,83700,2023-04-28T02:27:44.858732,0
-10.9,46150,9,0,1,44753,436,961,70943777.26316452,0.05,574,84274,2023-04-28T02:27:49.824451,0
-10.9,46160,9,0,1,44762,436,962,69201711.4162445,0.05,562,84836,2023-04-28T02:27:54.698888,0
10.1,46170,9,1,0,44771,437,962,70457598.56700897,0.05,521,85357,2023-04-28T02:27:59.582394,0
-10.9,46180,9,0,1,44780,437,963,70133034.88492966,0.05,516,85873,2023-04-28T02:28:04.429256,0
-1,46190,10,0,0,44790,437,963,70110433.99572372,0.05,560,86433,2023-04-28T02:28:09.482554,0
-1,46200,10,0,0,44800,437,963,68746198.41575623,0.05,551,86984,2023-04-28T02:28:14.445125,0
-20.8,46210,8,0,2,44808,437,965,78357800.84133148,0.9998514819999915,1457,88441,2023-04-28T02:28:18.443990,0
10.1,46220,9,1,0,44817,438,965,79528021.21639252,0.9331784883333245,1485,89926,2023-04-28T02:28:22.537791,0
0.2,46230,8,1,1,44825,439,966,75064287.48369217,0.8665194806666583,1397,91323,2023-04-28T02:28:26.647159,0
-1,46240,10,0,0,44835,439,966,76883369.98224258,0.7998334999999905,1407,92730,2023-04-28T02:28:30.889254,0
-1,46250,10,0,0,44845,439,966,75632315.57607651,0.7331668333333239,1241,93971,2023-04-28T02:28:35.225401,0
-1,46260,10,0,0,44855,439,966,76974545.12119293,0.6665001666666572,1199,95170,2023-04-28T02:28:39.726181,0
-1,46270,10,0,0,44865,439,966,78502223.4916687,0.5998334999999905,1298,96468,2023-04-28T02:28:44.198405,0
-1,46280,10,0,0,44875,439,966,79445258.67700577,0.5331668333333238,1108,97576,2023-04-28T02:28:48.655507,0
-1,46290,10,0,0,44885,439,966,81059148.60963821,0.46650016666665717,1053,98629,2023-04-28T02:28:53.166396,0
-10.9,46300,9,0,1,44894,439,967,80141609.60912704,0.3998344989999906,1059,99688,2023-04-28T02:28:57.761295,0
-1,46310,10,0,0,44904,439,967,76558885.2763176,0.33316683333332386,965,80523,2023-04-28T02:29:02.413402,0
-1,46320,10,0,0,44914,439,967,78737448.15587997,0.2665001666666572,835,81358,2023-04-28T02:29:07.222217,0
-10.9,46330,9,0,1,44923,439,968,77554821.37203217,0.19984382300000406,698,82056,2023-04-28T02:29:11.891131,0
10.1,46340,9,1,0,44932,440,968,76529605.38864136,0.13317615733333743,658,82714,2023-04-28T02:29:16.659212,0
-1,46350,10,0,0,44942,440,968,74564510.28585434,0.06650016666666408,599,83313,2023-04-28T02:29:21.554000,0
-1,46360,10,0,0,44952,440,968,73890298.00891876,0.01,518,83831,2023-04-28T02:29:26.499905,0
-1,46370,10,0,0,44962,440,968,72701582.61060715,0.01,520,84351,2023-04-28T02:29:31.457451,0
-1,46380,10,0,0,44972,440,968,73498756.28948212,0.01,516,84867,2023-04-28T02:29:37.077130,0
-1,46390,10,0,0,44982,440,968,72284002.60210037,0.01,510,85377,2023-04-28T02:29:42.124636,0
-1,46400,10,0,0,44992,440,968,71093522.60828018,0.01,519,85896,2023-04-28T02:29:47.156164,0
-1,46410,10,0,0,45002,440,968,71683728.39689255,0.01,513,86409,2023-04-28T02:29:52.152264,0
-1,46420,10,0,0,45012,440,968,70911357.40280151,0.01,550,86959,2023-04-28T02:29:57.125198,0
-1,46430,10,0,0,45022,440,968,70719015.89632034,0.01,512,87471,2023-04-28T02:30:02.867029,0
-1,46440,10,0,0,45032,440,968,70677745.64027786,0.01,504,87975,2023-04-28T02:30:08.067957,0
-1,46450,10,0,0,45042,440,968,71235540.80724716,0.01,530,88505,2023-04-28T02:30:13.117635,0
-1,46460,10,0,0,45052,440,968,71496893.76354218,0.01,519,89024,2023-04-28T02:30:18.166625,0
-10.9,46470,9,0,1,45061,440,969,71323136.68727875,0.01,497,89521,2023-04-28T02:30:23.124591,0
-1,46480,10,0,0,45071,440,969,71151815.35482407,0.01,521,90042,2023-04-28T02:30:28.164598,0
-1,46490,10,0,0,45081,440,969,70075402.55784988,0.01,516,90558,2023-04-28T02:30:33.223151,0
-1,46500,10,0,0,45091,440,969,70943084.06114578,0.01,534,91092,2023-04-28T02:30:38.423320,0
10.1,46510,9,1,0,45100,441,969,76775783.598423,0.9998448219999911,1530,92622,2023-04-28T02:30:42.479602,0
-1,46520,10,0,0,45110,441,969,79275081.75373077,0.9331668333333238,1600,94222,2023-04-28T02:30:46.720733,0
-10.9,46530,9,0,1,45119,441,970,77518351.97210312,0.8665154846666581,1491,95713,2023-04-28T02:30:50.915881,0
-1,46540,10,0,0,45129,441,970,76432735.02588272,0.7998334999999905,1410,97123,2023-04-28T02:30:55.259639,0
-10.9,46550,9,0,1,45138,441,971,80363708.4364891,0.7331828173333248,1263,98386,2023-04-28T02:30:59.522583,0
-1,46560,10,0,0,45148,441,971,81393915.7128334,0.6665001666666572,1172,99558,2023-04-28T02:31:03.899521,0
-9.7,46570,7,1,2,45155,442,973,80796016.75271988,0.5998438229999911,1060,80495,2023-04-28T02:31:08.468557,0
-1,46580,10,0,0,45165,442,973,79939119.51780319,0.5331668333333238,1161,81656,2023-04-28T02:31:12.904681,0
