r,g,d,w,l,td,tw,tl,l_,e,a,s,t,p
-1,8630,10,0,0,8382,85,163,88129398.82278442,0.05,613,96506,2023-04-27T20:52:21.763664,0
-20.8,8640,8,0,2,8390,85,165,89744402.17018127,0.05,552,97058,2023-04-27T20:52:27.047950,0
-1,8650,10,0,0,8400,85,165,87138826.84707642,0.05,529,97587,2023-04-27T20:52:32.331219,0
-1,8660,10,0,0,8410,85,165,87386926.4125824,0.05,584,98171,2023-04-27T20:52:37.582460,0
-1,8670,10,0,0,8420,85,165,86678426.26571655,0.05,663,98834,2023-04-27T20:52:42.990417,0
-10.9,8680,9,0,1,8429,85,166,87571367.02537537,0.05,578,99412,2023-04-27T20:52:48.242886,0
-1,8690,10,0,0,8439,85,166,85731377.30360031,0.05,602,80012,2023-04-27T20:52:53.572734,0
-20.8,8700,8,0,2,8447,85,168,89326992.63095856,0.05,598,80610,2023-04-27T20:52:58.824878,0
-1,8710,10,0,0,8457,85,168,92876538.63430023,0.9998334999999905,1573,82183,2023-04-27T20:53:03.234881,0
-1,8720,10,0,0,8467,85,168,101911386.25144958,0.9331668333333238,1449,83632,2023-04-27T20:53:07.533501,0
-1,8730,10,0,0,8477,85,168,96990541.81575775,0.8665001666666572,1436,85068,2023-04-27T20:53:11.988524,0
-20.8,8740,8,0,2,8485,85,170,97837387.32337952,0.7998468199999913,1211,86279,2023-04-27T20:53:16.539359,0
-1,8750,10,0,0,8495,85,170,101592288.6133194,0.7331668333333239,1255,87534,2023-04-27T20:53:21.104332,0
-1,8760,10,0,0,8505,85,170,96774547.10006714,0.6665001666666572,1248,88782,2023-04-27T20:53:25.901700,0
10.1,8770,9,1,0,8514,86,170,99534783.95938873,0.5998378289999907,1186,89968,2023-04-27T20:53:30.560902,0
10.1,8780,9,1,0,8523,87,170,99366263.15116882,0.5331734933333242,1026,90994,2023-04-27T20:53:35.280695,0
-10.9,8790,9,0,1,8532,87,171,95435884.5949173,0.46651248766665787,988,91982,2023-04-27T20:53:40.078991,0
-10.9,8800,9,0,1,8541,87,172,99273322.82066345,0.39984282399999105,969,92951,2023-04-27T20:53:44.987366,0
-1,8810,10,0,0,8551,87,172,94962233.30497742,0.33316683333332386,888,93839,2023-04-27T20:53:49.723176,0
-1,8820,10,0,0,8561,87,172,96595305.20439148,0.2665001666666572,939,94778,2023-04-27T20:53:54.427084,0
-10.9,8830,9,0,1,8570,87,173,92912667.98973083,0.199846487000004,717,95495,2023-04-27T20:53:59.161731,0
-1,8840,10,0,0,8580,87,173,94433829.18834686,0.13316683333333768,810,96305,2023-04-27T20:54:04.083767,0
-1,8850,10,0,0,8590,87,173,89585770.9646225,0.06650016666666408,588,96893,2023-04-27T20:54:08.990536,0
0.2,8860,8,1,1,8598,88,174,91101555.82427979,0,444,97337,2023-04-27T20:54:14.273422,0
-1,8870,10,0,0,8608,88,174,88593747.61581421,0,510,97847,2023-04-27T20:54:19.461149,0
-1,8880,10,0,0,8618,88,174,89165021.18110657,0,594,98441,2023-04-27T20:54:24.868649,0
-1,8890,10,0,0,8628,88,174,91097733.37841034,0,632,99073,2023-04-27T20:54:30.338773,0
-1,8900,10,0,0,8638,88,174,90960481.76288605,0,640,99713,2023-04-27T20:54:35.791751,0
-1,8910,10,0,0,8648,88,174,87826473.71292114,0,525,80191,2023-04-27T20:54:41.293404,0
-1,8920,10,0,0,8658,88,174,87451306.58149719,0,536,80727,2023-04-27T20:54:46.810967,0
-1,8930,10,0,0,8668,88,174,86937026.97753906,0,554,81281,2023-04-27T20:54:52.282244,0
-1,8940,10,0,0,8678,88,174,87355570.79315186,0,536,81817,2023-04-27T20:54:57.831119,0
-1,8950,10,0,0,8688,88,174,87048137.78400421,0,595,82412,2023-04-27T20:55:03.301666,0
-1,8960,10,0,0,8698,88,174,85972836.61365509,0,533,82945,2023-04-27T20:55:08.787397,0
-1,8970,10,0,0,8708,88,174,88788625.00190735,0,596,83541,2023-04-27T20:55:14.180398,0
-1,8980,10,0,0,8718,88,174,88552038.07353973,0,609,84150,2023-04-27T20:55:19.478441,0
-1,8990,10,0,0,8728,88,174,85278317.92831421,0,522,84672,2023-04-27T20:55:24.747170,0
-1,9000,10,0,0,8738,88,174,86642192.6021576,0,656,85328,2023-04-27T20:55:30.123045,0
10.1,9010,9,1,0,8747,89,174,93174973.13022614,0.9998451549999912,1460,86788,2023-04-27T20:55:34.531562,0
-1,9020,10,0,0,8757,89,174,90150818.22872162,0.9331668333333238,1707,88495,2023-04-27T20:55:38.860798,0
-10.9,9030,9,0,1,8766,89,175,94928033.94794464,0.866514485666658,1308,89803,2023-04-27T20:55:43.237671,0
-10.9,9040,9,0,1,8775,89,176,89152516.72267914,0.7998358309999907,1348,91151,2023-04-27T20:55:47.725334,0
-1,9050,10,0,0,8785,89,176,90509738.92211914,0.7331668333333239,1329,92480,2023-04-27T20:55:52.336979,0
10.1,9060,9,1,0,8794,90,176,95213081.83670044,0.6665021646666573,1204,93684,2023-04-27T20:55:57.025571,0
-1,9070,10,0,0,8804,90,176,88614885.2109909,0.5998334999999905,1225,94909,2023-04-27T20:56:01.714446,0
-10.9,9080,9,0,1,8813,90,177,91295942.06809998,0.5331761573333244,1116,96025,2023-04-27T20:56:06.512744,0
-10.9,9090,9,0,1,8822,90,178,91651768.08834076,0.46650882466665766,955,96980,2023-04-27T20:56:11.311863,0
-1,9100,10,0,0,8832,90,178,89521540.40336609,0.3998334999999905,1015,97995,2023-04-27T20:56:16.219791,0
32.3,9110,7,3,0,8839,93,178,89654707.90863037,0.333186480333325,727,98722,2023-04-27T20:56:21.206719,0
-1,9120,10,0,0,8849,93,178,85408596.39644623,0.2665001666666572,831,99553,2023-04-27T20:56:26.302348,0
-1,9130,10,0,0,8859,93,178,87011882.66277313,0.19983350000000433,782,80268,2023-04-27T20:56:31.383065,0
-1,9140,10,0,0,8869,93,178,87398766.87526703,0.13316683333333768,677,80945,2023-04-27T20:56:36.180993,0
-1,9150,10,0,0,8879,93,178,84387704.13398743,0.06650016666666408,644,81589,2023-04-27T20:56:41.072220,0
-1,9160,10,0,0,8889,93,178,85021413.564682,0,594,82183,2023-04-27T20:56:45.994460,0
-1,9170,10,0,0,8899,93,178,84016590.1184082,0,619,82802,2023-04-27T20:56:50.979548,0
-10.9,9180,9,0,1,8908,93,179,84555649.75738525,0,526,83328,2023-04-27T20:56:56.231912,0
-1,9190,10,0,0,8918,93,179,83770527.2436142,0,607,83935,2023-04-27T20:57:01.607895,0
-1,9200,10,0,0,8928,93,179,84245322.94273376,0,520,84455,2023-04-27T20:57:07.031654,0
-10.9,9210,9,0,1,8937,93,180,84436208.00971985,0,523,84978,2023-04-27T20:57:12.345295,0
-1,9220,10,0,0,8947,93,180,81836594.64120865,0,512,85490,2023-04-27T20:57:17.848012,0
-1,9230,10,0,0,8957,93,180,82796598.97089005,0,531,86021,2023-04-27T20:57:23.270561,0
-1,9240,10,0,0,8967,93,180,82942706.94255829,0,552,86573,2023-04-27T20:57:28.850155,0
-1,9250,10,0,0,8977,93,180,82046100.79526901,0,560,87133,2023-04-27T20:57:34.304423,0
-1,9260,10,0,0,8987,93,180,82636416.55445099,0,581,87714,2023-04-27T20:57:39.649223,0
-10.9,9270,9,0,1,8996,93,181,82129091.0243988,0,531,88245,2023-04-27T20:57:45.011581,0
-1,9280,10,0,0,9006,93,181,81626238.22689056,0,566,88811,2023-04-27T20:57:50.309858,0
-1,9290,10,0,0,9016,93,181,81845442.95072556,0,543,89354,2023-04-27T20:57:55.656720,0
-10.9,9300,9,0,1,9025,93,182,81758339.40505981,0,498,89852,2023-04-27T20:58:00.894123,0
10.1,9310,9,1,0,9034,94,182,84847604.03633118,0.9998468199999913,1490,91342,2023-04-27T20:58:05.163245,0
-1,9320,10,0,0,9044,94,182,91423128.24726105,0.9331668333333238,1365,92707,2023-04-27T20:58:09.508200,0
-1,9330,10,0,0,9054,94,182,94100691.67613983,0.8665001666666572,1554,94261,2023-04-27T20:58:13.931027,0
-10.9,9340,9,0,1,9063,94,183,98190395.83206177,0.7998448219999912,1457,95718,2023-04-27T20:58:18.448095,0
-10.9,9350,9,0,1,9072,94,184,87990944.98157501,0.7331744923333243,1347,97065,2023-04-27T20:58:23.043961,0
-1,9360,10,0,0,9082,94,184,91939964.89048004,0.6665001666666572,1199,98264,2023-04-27T20:58:27.732480,0
-1,9370,10,0,0,9092,94,184,92799633.74137878,0.5998334999999905,1337,99601,2023-04-27T20:58:32.437841,0
-1,9380,10,0,0,9102,94,184,95613811.61212921,0.5331668333333238,1053,80524,2023-04-27T20:58:37.330525,0
-10.9,9390,9,0,1,9111,94,185,93389398.45561981,0.46651215466665785,1033,81557,2023-04-27T20:58:42.097485,0
-1,9400,10,0,0,9121,94,185,89227387.3090744,0.3998334999999905,1006,82563,2023-04-27T20:58:46.990581,0
-1,9410,10,0,0,9131,94,185,90615748.76308441,0.33316683333332386,868,83431,2023-04-27T20:58:51.522078,0
-1,9420,10,0,0,9141,94,185,86987493.03817749,0.2665001666666572,834,84265,2023-04-27T20:58:56.241848,0
-1,9430,10,0,0,9151,94,185,89027601.48048401,0.19983350000000433,763,85028,2023-04-27T20:59:00.960986,0
-1,9440,10,0,0,9161,94,185,89018483.16192627,0.13316683333333768,691,85719,2023-04-27T20:59:05.742472,0
-1,9450,10,0,0,9171,94,185,88215764.16492462,0.06650016666666408,649,86368,2023-04-27T20:59:10.915387,0
-1,9460,10,0,0,9181,94,185,85243240.59486389,0,520,86888,2023-04-27T20:59:16.214768,0
-1,9470,10,0,0,9191,94,185,83642193.07899475,0,512,87400,2023-04-27T20:59:21.824792,0
-1,9480,10,0,0,9201,94,185,87666134.2382431,0,650,88050,2023-04-27T20:59:27.544954,0
-20.8,9490,8,0,2,9209,94,187,87984670.99666595,0,544,88594,2023-04-27T20:59:33.078606,0
-1,9500,10,0,0,9219,94,187,85231415.6293869,0,541,89135,2023-04-27T20:59:38.613809,0
-1,9510,10,0,0,9229,94,187,83512449.86057281,0,515,89650,2023-04-27T20:59:43.991607,0
-1,9520,10,0,0,9239,94,187,84218990.8027649,0,527,90177,2023-04-27T20:59:49.478361,0
-1,9530,10,0,0,9249,94,187,85510749.81689453,0,596,90773,2023-04-27T20:59:54.823845,0
-1,9540,10,0,0,9259,94,187,84561209.6786499,0,533,91306,2023-04-27T21:00:00.654849,0
-1,9550,10,0,0,9269,94,187,86063085.79444885,0,613,91919,2023-04-27T21:00:06.032520,0
-1,9560,10,0,0,9279,94,187,82449989.02082443,0,516,92435,2023-04-27T21:00:11.362605,0
-1,9570,10,0,0,9289,94,187,82513823.80723953,0,518,92953,2023-04-27T21:00:16.770781,0
10.1,9580,9,1,0,9298,95,187,84110890.62690735,0,503,93456,2023-04-27T21:00:21.960678,0
-10.9,9590,9,0,1,9307,95,188,82454505.56278229,0,490,93946,2023-04-27T21:00:27.228674,0
-1,9600,10,0,0,9317,95,188,81979647.57680893,0,516,94462,2023-04-27T21:00:32.542879,0
-1,9610,10,0,0,9327,95,188,90350619.55451965,0.9998334999999905,1617,96079,2023-04-27T21:00:36.810283,0
-1,9620,10,0,0,9337,95,188,89502011.53755188,0.9331668333333238,1521,97600,2023-04-27T21:00:41.280845,0
-1,9630,10,0,0,9347,95,188,93040788.17367554,0.8665001666666572,1335,98935,2023-04-27T21:00:45.438902,0
10.1,9640,9,1,0,9356,96,188,98532028.79428864,0.7998371629999907,1480,80332,2023-04-27T21:00:49.579565,0
-10.9,9650,9,0,1,9365,96,189,93819427.49023438,0.7331758243333244,1214,81546,2023-04-27T21:00:53.736187,0
10.1,9660,9,1,0,9374,97,189,92737730.74150085,0.6665004996666573,1236,82782,2023-04-27T21:00:58.143715,0
-1,9670,10,0,0,9384,97,189,93494091.03393555,0.5998334999999905,1185,83967,2023-04-27T21:01:02.847926,0
-1,9680,10,0,0,9394,97,189,93994961.977005,0.5331668333333238,1148,85115,2023-04-27T21:01:07.677474,0
-10.9,9690,9,0,1,9403,97,190,90833457.70835876,0.46650349666665736,1067,86182,2023-04-27T21:01:12.710055,0
-1,9700,10,0,0,9413,97,190,88843029.14142609,0.3998334999999905,897,87079,2023-04-27T21:01:17.962503,0
-1,9710,10,0,0,9423,97,190,88893500.56648254,0.33316683333332386,909,87988,2023-04-27T21:01:23.138352,0
-1,9720,10,0,0,9433,97,190,90689034.4619751,0.2665001666666572,897,88885,2023-04-27T21:01:28.252566,0
10.1,9730,9,1,0,9442,98,190,90482452.51178741,0.19984149200000412,746,89631,2023-04-27T21:01:33.392961,0
-1,9740,10,0,0,9452,98,190,87878064.51320648,0.13316683333333768,661,90292,2023-04-27T21:01:38.584372,0
-1,9750,10,0,0,9462,98,190,87578428.3876419,0.06650016666666408,663,90955,2023-04-27T21:01:43.897874,0
-10.9,9760,9,0,1,9471,98,191,88128904.70027924,0,541,91496,2023-04-27T21:01:49.275780,0
-1,9770,10,0,0,9481,98,191,84369418.02501678,0,506,92002,2023-04-27T21:01:54.605314,0
-1,9780,10,0,0,9491,98,191,84799025.65479279,0,558,92560,2023-04-27T21:02:00.154496,0
-1,9790,10,0,0,9501,98,191,83208510.27965546,0,511,93071,2023-04-27T21:02:05.501106,0
-10.9,9800,9,0,1,9510,98,192,85136791.46766663,0,500,93571,2023-04-27T21:02:10.784645,0
-1,9810,10,0,0,9520,98,192,84543042.18292236,0,517,94088,2023-04-27T21:02:16.146379,0
-1,9820,10,0,0,9530,98,192,83358534.27648544,0,515,94603,2023-04-27T21:02:21.538409,0
10.1,9830,9,1,0,9539,99,192,84295208.45413208,0,480,95083,2023-04-27T21:02:26.460051,0
-1,9840,10,0,0,9549,99,192,83541724.38383102,0,551,95634,2023-04-27T21:02:31.538616,0
-1,9850,10,0,0,9559,99,192,83655488.19303513,0,516,96150,2023-04-27T21:02:36.321824,0
-1,9860,10,0,0,9569,99,192,83433747.88761139,0,516,96666,2023-04-27T21:02:41.152286,0
-10.9,9870,9,0,1,9578,99,193,83339080.81054688,0,504,97170,2023-04-27T21:02:45.857026,0
-10.9,9880,9,0,1,9587,99,194,82983107.5668335,0,504,97674,2023-04-27T21:02:50.764776,0
-1,9890,10,0,0,9597,99,194,83162757.15827942,0,566,98240,2023-04-27T21:02:55.548361,0
-1,9900,10,0,0,9607,99,194,82538565.39726257,0,526,98766,2023-04-27T21:03:00.347048,0
-1,9910,10,0,0,9617,99,194,95154439.80693817,0.9998334999999905,1658,80340,2023-04-27T21:03:04.146986,0
-1,9920,10,0,0,9627,99,194,93202518.82076263,0.9331668333333238,1535,81875,2023-04-27T21:03:07.976278,0
-1,9930,10,0,0,9637,99,194,85779434.44252014,0.8665001666666572,1587,83462,2023-04-27T21:03:11.898982,0
-1,9940,10,0,0,9647,99,194,91602841.01963043,0.7998334999999905,1302,84764,2023-04-27T21:03:15.915712,0
-1,9950,10,0,0,9657,99,194,92894324.06425476,0.7331668333333239,1278,86042,2023-04-27T21:03:20.026010,0
-10.9,9960,9,0,1,9666,99,195,88046839.83325958,0.666513486666658,1101,87143,2023-04-27T21:03:24.121387,0
-1,9970,10,0,0,9676,99,195,83621855.67617416,0.5998334999999905,1050,88193,2023-04-27T21:03:28.373723,0
-1,9980,10,0,0,9686,99,195,89389309.88311768,0.5331668333333238,1102,89295,2023-04-27T21:03:32.672149,0
-1,9990,10,0,0,9696,99,195,91674451.82800293,0.46650016666665717,1144,90439,2023-04-27T21:03:36.939334,0
-1,10000,10,0,0,9706,99,195,87281887.53128052,0.3998334999999905,944,91383,2023-04-27T21:03:41.393399,0
-1,10010,10,0,0,9716,99,195,87829913.49697113,0.33316683333332386,854,92237,2023-04-27T21:03:45.848046,0
-10.9,10020,9,0,1,9725,99,196,86588819.62299347,0.26650249766665735,882,93119,2023-04-27T21:03:50.397605,0
10.1,10030,9,1,0,9734,100,196,87314870.95355988,0.19983516500000428,782,93901,2023-04-27T21:03:55.071293,0
-1,10040,10,0,0,9744,100,196,83927280.90286255,0.13316683333333768,675,94576,2023-04-27T21:03:59.863141,0
-10.9,10050,9,0,1,9753,100,197,84205000.40054321,0.0665014986666641,623,95199,2023-04-27T21:04:04.553215,0
-1,10060,10,0,0,9763,100,197,82507169.24667358,0.01,611,95810,2023-04-27T21:04:09.336565,0
-1,10070,10,0,0,9773,100,197,83257070.77980042,0.01,583,96393,2023-04-27T21:04:14.056545,0
-1,10080,10,0,0,9783,100,197,83782716.69149399,0.01,573,96966,2023-04-27T21:04:18.824346,0
-10.9,10090,9,0,1,9792,100,198,83099460.89982986,0.01,573,97539,2023-04-27T21:04:23.512552,0
-1,10100,10,0,0,9802,100,198,82435013.35382462,0.01,620,98159,2023-04-27T21:04:28.264128,0
-1,10110,10,0,0,9812,100,198,82060712.57591248,0.01,540,98699,2023-04-27T21:04:33.062861,0
-1,10120,10,0,0,9822,100,198,82301573.45533371,0.01,630,99329,2023-04-27T21:04:37.783419,0
-1,10130,10,0,0,9832,100,198,81750493.94369125,0.01,628,99957,2023-04-27T21:04:42.614833,0
-10.9,10140,9,0,1,9841,100,199,82157246.17242813,0.01,568,80420,2023-04-27T21:04:47.444667,0
-1,10150,10,0,0,9851,100,199,83269944.78702545,0.01,649,81069,2023-04-27T21:04:52.101605,0
-1,10160,10,0,0,9861,100,199,79819509.98306274,0.01,562,81631,2023-04-27T21:04:56.823385,0
-1,10170,10,0,0,9871,100,199,78687244.05765533,0.01,517,82148,2023-04-27T21:05:01.621126,0
-1,10180,10,0,0,9881,100,199,79614588.32025528,0.01,574,82722,2023-04-27T21:05:06.342297,0
-1,10190,10,0,0,9891,100,199,78965112.56694794,0.01,550,83272,2023-04-27T21:05:11.109641,0
-1,10200,10,0,0,9901,100,199,78714182.6748848,0.01,528,83800,2023-04-27T21:05:15.751822,0
0.2,10210,8,1,1,9909,101,200,92921280.86090088,0.9998484849999913,1489,85289,2023-04-27T21:05:19.754601,0
-1,10220,10,0,0,9919,101,200,91758717.29850769,0.9331668333333238,1594,86883,2023-04-27T21:05:23.568073,0
-1,10230,10,0,0,9929,101,200,94444256.42490387,0.8665001666666572,1396,88279,2023-04-27T21:05:27.492524,0
-1,10240,10,0,0,9939,101,200,88660252.0942688,0.7998334999999905,1553,89832,2023-04-27T21:05:31.463630,0
-1,10250,10,0,0,9949,101,200,89823156.5952301,0.7331668333333239,1399,91231,2023-04-27T21:05:35.637346,0
-1,10260,10,0,0,9959,101,200,92438690.06633759,0.6665001666666572,1232,92463,2023-04-27T21:05:39.951205,0
-1,10270,10,0,0,9969,101,200,89035748.24333191,0.5998334999999905,1187,93650,2023-04-27T21:05:44.768059,0
-1,10280,10,0,0,9979,101,200,86379788.51795197,0.5331668333333238,1146,94796,2023-04-27T21:05:49.514250,0
-1,10290,10,0,0,9989,101,200,84780417.68074036,0.46650016666665717,1113,95909,2023-04-27T21:05:54.202893,0
-10.9,10300,9,0,1,9998,101,201,88850682.37781525,0.3998438229999911,1061,96970,2023-04-27T21:05:58.456520,0
-1,10310,10,0,0,10008,101,201,87287701.96437836,0.33316683333332386,921,97891,2023-04-27T21:06:02.911568,0
0.2,10320,8,1,1,10016,102,202,86833756.56604767,0.2665194806666583,688,98579,2023-04-27T21:06:07.366256,0
-1,10330,10,0,0,10026,102,202,83418947.75629044,0.19983350000000433,850,99429,2023-04-27T21:06:11.929879,0
-1,10340,10,0,0,10036,102,202,85126082.30113983,0.13316683333333768,734,80131,2023-04-27T21:06:16.525535,0
-1,10350,10,0,0,10046,102,202,81294667.12474823,0.06650016666666408,654,80785,2023-04-27T21:06:21.230425,0
-1,10360,10,0,0,10056,102,202,82655059.39722061,0.01,576,81361,2023-04-27T21:06:25.950901,0
-1,10370,10,0,0,10066,102,202,81392962.33654022,0.01,522,81883,2023-04-27T21:06:30.702476,0
-1,10380,10,0,0,10076,102,202,81422446.66814804,0.01,613,82496,2023-04-27T21:06:35.407368,0
21.2,10390,8,2,0,10084,104,202,84782530.0693512,0.01,538,83034,2023-04-27T21:06:40.001842,0
10.1,10400,9,1,0,10093,105,202,82790614.96257782,0.01,533,83567,2023-04-27T21:06:44.691199,0
10.1,10410,9,1,0,10102,106,202,82457997.20287323,0.01,502,84069,2023-04-27T21:06:49.396068,0
-1,10420,10,0,0,10112,106,202,80292547.04713821,0.01,546,84615,2023-04-27T21:06:54.085762,0
-10.9,10430,9,0,1,10121,106,203,81400390.86341858,0.01,518,85133,2023-04-27T21:06:58.821300,0
-1,10440,10,0,0,10131,106,203,80897546.70858383,0.01,594,85727,2023-04-27T21:07:03.620301,0
-1,10450,10,0,0,10141,106,203,79892284.27410126,0.01,503,86230,2023-04-27T21:07:08.339732,0
-1,10460,10,0,0,10151,106,203,79580828.84550095,0.01,536,86766,2023-04-27T21:07:13.107291,0
-1,10470,10,0,0,10161,106,203,80381066.5011406,0.01,575,87341,2023-04-27T21:07:17.811934,0
-1,10480,10,0,0,10171,106,203,79779190.1230812,0.01,535,87876,2023-04-27T21:07:22.595807,0
-1,10490,10,0,0,10181,106,203,82156651.02005005,0.01,589,88465,2023-04-27T21:07:27.315560,0
-1,10500,10,0,0,10191,106,203,79528218.2097435,0.01,558,89023,2023-04-27T21:07:32.995290,0
10.1,10510,9,1,0,10200,107,203,89699260.59246063,0.9998451549999912,1498,90521,2023-04-27T21:07:37.266768,0
-1,10520,10,0,0,10210,107,203,86120700.83618164,0.9331668333333238,1496,92017,2023-04-27T21:07:41.576483,0
-1,10530,10,0,0,10220,107,203,90851081.60972595,0.8665001666666572,1542,93559,2023-04-27T21:07:45.595886,0
-1,10540,10,0,0,10230,107,203,86296429.63409424,0.7998334999999905,1455,95014,2023-04-27T21:07:49.739616,0
-1,10550,10,0,0,10240,107,203,88862603.30677032,0.7331668333333239,1440,96454,2023-04-27T21:07:53.913030,0
10.1,10560,9,1,0,10249,108,203,87532598.97232056,0.6665031636666574,1259,97713,2023-04-27T21:07:58.133005,0
-1,10570,10,0,0,10259,108,203,83591641.18766785,0.5998334999999905,1154,98867,2023-04-27T21:08:02.886058,0
-1,10580,10,0,0,10269,108,203,85755600.92926025,0.5331668333333238,1212,80064,2023-04-27T21:08:07.824185,0
-1,10590,10,0,0,10279,108,203,85183265.209198,0.46650016666665717,1185,81249,2023-04-27T21:08:12.700498,0
-10.9,10600,9,0,1,10288,108,204,86848424.67308044,0.39983616399999067,1034,82283,2023-04-27T21:08:17.264392,0
-10.9,10610,9,0,1,10297,108,205,83909661.47184372,0.333168831333324,877,83160,2023-04-27T21:08:21.827135,0
-1,10620,10,0,0,10307,108,205,83700922.72758484,0.2665001666666572,806,83966,2023-04-27T21:08:26.407304,0
-1,10630,10,0,0,10317,108,205,84169196.7844963,0.19983350000000433,826,84792,2023-04-27T21:08:31.048507,0
-1,10640,10,0,0,10327,108,205,82169922.88827896,0.13316683333333768,702,85494,2023-04-27T21:08:36.285757,0
10.1,10650,9,1,0,10336,109,205,81596339.34497833,0.06651648366666434,520,86014,2023-04-27T21:08:41.162231,0
-1,10660,10,0,0,10346,109,205,81449787.91475296,0.01,545,86559,2023-04-27T21:08:46.038191,0
-1,10670,10,0,0,10356,109,205,80793350.9349823,0.01,596,87155,2023-04-27T21:08:50.929570,0
-1,10680,10,0,0,10366,109,205,82537763.41676712,0.01,617,87772,2023-04-27T21:08:55.823290,0
-1,10690,10,0,0,10376,109,205,78786126.67322159,0.01,524,88296,2023-04-27T21:09:00.793131,0
-1,10700,10,0,0,10386,109,205,79432607.29312897,0.01,509,88805,2023-04-27T21:09:05.779146,0
-1,10710,10,0,0,10396,109,205,79425788.22374344,0.01,564,89369,2023-04-27T21:09:10.718338,0
-1,10720,10,0,0,10406,109,205,79541052.57987976,0.01,576,89945,2023-04-27T21:09:15.688517,0
-1,10730,10,0,0,10416,109,205,79249965.2504921,0.01,528,90473,2023-04-27T21:09:20.643008,0
-1,10740,10,0,0,10426,109,205,79461756.0505867,0.01,574,91047,2023-04-27T21:09:25.550661,0
-1,10750,10,0,0,10436,109,205,78722892.4036026,0.01,595,91642,2023-04-27T21:09:30.458533,0
-1,10760,10,0,0,10446,109,205,79633035.95781326,0.01,589,92231,2023-04-27T21:09:35.305143,0
-1,10770,10,0,0,10456,109,205,77155872.8814125,0.01,522,92753,2023-04-27T21:09:40.150058,0
-1,10780,10,0,0,10466,109,205,79179263.41295242,0.01,559,93312,2023-04-27T21:09:45.026638,0
10.1,10790,9,1,0,10475,110,205,80379329.32376862,0.01,528,93840,2023-04-27T21:09:49.777514,0
-1,10800,10,0,0,10485,110,205,77493532.89604187,0.01,526,94366,2023-04-27T21:09:54.716643,0
10.1,10810,9,1,0,10494,111,205,87445258.49819183,0.9998378289999907,1432,95798,2023-04-27T21:09:58.577301,0
-1,10820,10,0,0,10504,111,205,88332724.57122803,0.9331668333333238,1589,97387,2023-04-27T21:10:02.625669,0
-1,10830,10,0,0,10514,111,205,86800034.0461731,0.8665001666666572,1533,98920,2023-04-27T21:10:06.643029,0
-1,10840,10,0,0,10524,111,205,87049379.34875488,0.7998334999999905,1458,80303,2023-04-27T21:10:10.737746,0
-1,10850,10,0,0,10534,111,205,87727130.05542755,0.7331668333333239,1315,81618,2023-04-27T21:10:15.303763,0
-1,10860,10,0,0,10544,111,205,88818874.35913086,0.6665001666666572,1304,82922,2023-04-27T21:10:19.742206,0
-1,10870,10,0,0,10554,111,205,86036773.32401276,0.5998334999999905,1289,84211,2023-04-27T21:10:24.087673,0
-1,10880,10,0,0,10564,111,205,88787983.05988312,0.5331668333333238,1224,85435,2023-04-27T21:10:28.605118,0
11.3,10890,7,2,1,10571,113,206,87755180.5973053,0.4665248086666586,854,86289,2023-04-27T21:10:34.215853,0
-10.9,10900,9,0,1,10580,113,207,87042166.59069061,0.3998468199999913,902,87191,2023-04-27T21:10:38.749753,0
-1,10910,10,0,0,10590,113,207,84442655.4441452,0.33316683333332386,923,88114,2023-04-27T21:10:43.455137,0
-1,10920,10,0,0,10600,113,207,82269025.44498444,0.2665001666666572,767,88881,2023-04-27T21:10:48.082671,0
-1,10930,10,0,0,10610,113,207,86500500.44059753,0.19983350000000433,816,89697,2023-04-27T21:10:53.459360,0
-20.8,10940,8,0,2,10618,113,209,83476110.6967926,0.13318814533333712,600,90297,2023-04-27T21:10:58.242633,0
-1,10950,10,0,0,10628,113,209,80788621.30641937,0.06650016666666408,549,90846,2023-04-27T21:11:03.151251,0
-1,10960,10,0,0,10638,113,209,79562432.7659607,0,540,91386,2023-04-27T21:11:07.964670,0
-10.9,10970,9,0,1,10647,113,210,81167103.94620895,0,550,91936,2023-04-27T21:11:12.839898,0
-1,10980,10,0,0,10657,113,210,79560195.20759583,0,505,92441,2023-04-27T21:11:17.685136,0
-10.9,10990,9,0,1,10666,113,211,83046162.12844849,0,567,93008,2023-04-27T21:11:22.452132,0
-1,11000,10,0,0,10676,113,211,79115835.13021469,0,500,93508,2023-04-27T21:11:27.344312,0
-1,11010,10,0,0,10686,113,211,80132194.45943832,0,546,94054,2023-04-27T21:11:32.471267,0
-1,11020,10,0,0,10696,113,211,78173449.9335289,0,549,94603,2023-04-27T21:11:37.378679,0
-20.8,11030,8,0,2,10704,113,213,80963790.71474075,0,486,95089,2023-04-27T21:11:42.223616,0
-1,11040,10,0,0,10714,113,213,78039098.38199615,0,521,95610,2023-04-27T21:11:47.689348,0
-10.9,11050,9,0,1,10723,113,214,79053339.95819092,0,511,96121,2023-04-27T21:11:53.368223,0
-10.9,11060,9,0,1,10732,113,215,79279784.26218033,0,503,96624,2023-04-27T21:12:03.157341,0
-1,11070,10,0,0,10742,113,215,78614621.758461,0,543,97167,2023-04-27T21:12:12.889559,0
-1,11080,10,0,0,10752,113,215,78313792.64593124,0,580,97747,2023-04-27T21:12:20.438277,0
-10.9,11090,9,0,1,10761,113,216,76350020.17021179,0,510,98257,2023-04-27T21:12:27.159824,0
