r,g,d,w,l,td,tw,tl,l_,e,a,s,t,p
-1,24180,10,0,0,23442,257,481,21389592.28992462,0.01,677,80272,2023-04-27T22:21:27.392481,0
-10.9,24190,9,0,1,23451,257,482,21358248.88944626,0.01,501,80773,2023-04-27T22:21:31.579542,0
-1,24200,10,0,0,23461,257,482,20994481.51886463,0.01,545,81318,2023-04-27T22:21:35.295873,0
-1,24210,10,0,0,23471,257,482,21212969.86937523,0.01,624,81942,2023-04-27T22:21:39.011860,0
-1,24220,10,0,0,23481,257,482,21214562.207460403,0.01,627,82569,2023-04-27T22:21:42.775404,0
-1,24230,10,0,0,23491,257,482,20870347.172021866,0.01,552,83121,2023-04-27T22:21:46.962420,0
-1,24240,10,0,0,23501,257,482,21007599.08556938,0.01,538,83659,2023-04-27T22:21:50.631465,0
-10.9,24250,9,0,1,23510,257,483,21260930.89580536,0.01,575,84234,2023-04-27T22:21:54.284841,0
-1,24260,10,0,0,23520,257,483,21227648.40722084,0.01,562,84796,2023-04-27T22:21:57.969585,0
-1,24270,10,0,0,23530,257,483,20993742.644786835,0.01,699,85495,2023-04-27T22:22:02.065955,0
-1,24280,10,0,0,23540,257,483,21147298.961877823,0.01,725,86220,2023-04-27T22:22:05.966238,0
-1,24290,10,0,0,23550,257,483,21259564.980864525,0.01,685,86905,2023-04-27T22:22:09.679028,0
-1,24300,10,0,0,23560,257,483,21040076.38990879,0.01,598,87503,2023-04-27T22:22:13.367627,0
10.1,24310,9,1,0,23569,258,483,20934575.125575066,0.9998341659999905,1684,89187,2023-04-27T22:22:16.723019,0
-1,24320,10,0,0,23579,258,483,20346494.615077972,0.9331668333333238,1606,90793,2023-04-27T22:22:20.281921,0
0.2,24330,8,1,1,23587,259,484,20461895.46585083,0.8665174826666582,1346,92139,2023-04-27T22:22:23.502363,0
-1,24340,10,0,0,23597,259,484,20752434.134483337,0.7998334999999905,1343,93482,2023-04-27T22:22:26.742537,0
-1,24350,10,0,0,23607,259,484,20733062.401413918,0.7331668333333239,1451,94933,2023-04-27T22:22:30.160455,0
-1,24360,10,0,0,23617,259,484,21089031.025767326,0.6665001666666572,1276,96209,2023-04-27T22:22:33.736278,0
-10.9,24370,9,0,1,23626,259,485,20638462.975621223,0.5998468199999912,1176,97385,2023-04-27T22:22:37.225660,0
-1,24380,10,0,0,23636,259,485,22210496.1425066,0.5331668333333238,1085,98470,2023-04-27T22:22:40.587719,0
-1,24390,10,0,0,23646,259,485,21254942.715168,0.46650016666665717,1031,99501,2023-04-27T22:22:44.037308,0
-1,24400,10,0,0,23656,259,485,20691303.38728428,0.3998334999999905,1083,80468,2023-04-27T22:22:47.471345,0
-1,24410,10,0,0,23666,259,485,20983042.493462563,0.33316683333332386,1006,81474,2023-04-27T22:22:51.594480,0
-10.9,24420,9,0,1,23675,259,486,21546900.57039261,0.2665101566666578,839,82313,2023-04-27T22:22:55.012400,0
-1,24430,10,0,0,23685,259,486,21329058.48324299,0.19983350000000433,651,82964,2023-04-27T22:22:58.665821,0
-1,24440,10,0,0,23695,259,486,20706893.727183342,0.13316683333333768,701,83665,2023-04-27T22:23:02.240307,0
-1,24450,10,0,0,23705,259,486,21347899.13892746,0.06650016666666408,583,84248,2023-04-27T22:23:06.333993,0
-1,24460,10,0,0,23715,259,486,21160498.26145172,0.01,591,84839,2023-04-27T22:23:10.159689,0
-1,24470,10,0,0,23725,259,486,21303564.16106224,0.01,755,85594,2023-04-27T22:23:13.875669,0
-1,24480,10,0,0,23735,259,486,21770056.70964718,0.01,600,86194,2023-04-27T22:23:17.544707,0
-1,24490,10,0,0,23745,259,486,21412618.38376522,0.01,595,86789,2023-04-27T22:23:21.574223,0
-1,24500,10,0,0,23755,259,486,21304142.028093338,0.01,602,87391,2023-04-27T22:23:25.619833,0
-1,24510,10,0,0,23765,259,486,21324049.904942513,0.01,518,87909,2023-04-27T22:23:29.367031,0
-1,24520,10,0,0,23775,259,486,21016882.061958313,0.01,582,88491,2023-04-27T22:23:33.051650,0
-10.9,24530,9,0,1,23784,259,487,21091128.811240196,0.01,485,88976,2023-04-27T22:23:36.862032,0
-1,24540,10,0,0,23794,259,487,21307249.96328354,0.01,563,89539,2023-04-27T22:23:40.876111,0
-1,24550,10,0,0,23804,259,487,21410517.916083336,0.01,562,90101,2023-04-27T22:23:44.607668,0
-1,24560,10,0,0,23814,259,487,21259640.008211136,0.01,586,90687,2023-04-27T22:23:48.293648,0
-1,24570,10,0,0,23824,259,487,21104801.669716835,0.01,556,91243,2023-04-27T22:23:52.088988,0
-1,24580,10,0,0,23834,259,487,21813645.362854004,0.01,573,91816,2023-04-27T22:23:56.212720,0
-1,24590,10,0,0,23844,259,487,21324398.666620255,0.01,540,92356,2023-04-27T22:23:59.944602,0
-1,24600,10,0,0,23854,259,487,21800544.559955597,0.01,625,92981,2023-04-27T22:24:03.724245,0
-1,24610,10,0,0,23864,259,487,19323483.631014824,0.9998334999999905,1673,94654,2023-04-27T22:24:06.781650,0
-1,24620,10,0,0,23874,259,487,19423601.403832436,0.9331668333333238,1618,96272,2023-04-27T22:24:10.341534,0
-1,24630,10,0,0,23884,259,487,19689046.59152031,0.8665001666666572,1521,97793,2023-04-27T22:24:13.712736,0
-10.9,24640,9,0,1,23893,259,488,20817593.708634377,0.7998378289999908,1383,99176,2023-04-27T22:24:16.879931,0
10.1,24650,9,1,0,23902,260,488,21066811.308264732,0.7331744923333243,1320,80397,2023-04-27T22:24:20.126851,0
-1,24660,10,0,0,23912,260,488,20780471.78685665,0.6665001666666572,1259,81656,2023-04-27T22:24:23.434985,0
-1,24670,10,0,0,23922,260,488,20932179.987430573,0.5998334999999905,1206,82862,2023-04-27T22:24:27.276665,0
-1,24680,10,0,0,23932,260,488,21350245.252251625,0.5331668333333238,1184,84046,2023-04-27T22:24:30.600917,0
-1,24690,10,0,0,23942,260,488,20849214.56873417,0.46650016666665717,1092,85138,2023-04-27T22:24:34.082666,0
-1,24700,10,0,0,23952,260,488,21848736.256361008,0.3998334999999905,1038,86176,2023-04-27T22:24:37.532226,0
-1,24710,10,0,0,23962,260,488,20992250.069975853,0.33316683333332386,870,87046,2023-04-27T22:24:41.342648,0
-1,24720,10,0,0,23972,260,488,21708320.900797844,0.2665001666666572,907,87953,2023-04-27T22:24:45.012192,0
-1,24730,10,0,0,23982,260,488,21196096.539497375,0.19983350000000433,826,88779,2023-04-27T22:24:48.665601,0
10.1,24740,9,1,0,23991,261,488,21473423.093557358,0.13318281733333726,601,89380,2023-04-27T22:24:52.193352,0
-1,24750,10,0,0,24001,261,488,21969869.285821915,0.06650016666666408,708,90088,2023-04-27T22:24:55.972093,0
-1,24760,10,0,0,24011,261,488,21975830.495357513,0.05,664,90752,2023-04-27T22:25:00.064482,0
-9.7,24770,7,1,2,24018,262,490,21774269.938468933,0.05,536,91288,2023-04-27T22:25:03.687936,0
-1,24780,10,0,0,24028,262,490,21097275.838255882,0.05,596,91884,2023-04-27T22:25:07.529875,0
-1,24790,10,0,0,24038,262,490,21807035.65478325,0.05,621,92505,2023-04-27T22:25:11.293136,0
-1,24800,10,0,0,24048,262,490,21719860.583543777,0.05,573,93078,2023-04-27T22:25:15.448045,0
-1,24810,10,0,0,24058,262,490,21216607.689857483,0.05,696,93774,2023-04-27T22:25:19.132209,0
-1,24820,10,0,0,24068,262,490,20779990.47935009,0.05,617,94391,2023-04-27T22:25:22.833425,0
-10.9,24830,9,0,1,24077,262,491,21300556.361675262,0.05,609,95000,2023-04-27T22:25:26.518076,0
-1,24840,10,0,0,24087,262,491,21510476.171970367,0.05,604,95604,2023-04-27T22:25:30.626088,0
-1,24850,10,0,0,24097,262,491,21210293.918848038,0.05,614,96218,2023-04-27T22:25:34.373231,0
-1,24860,10,0,0,24107,262,491,22142247.557640076,0.05,600,96818,2023-04-27T22:25:38.133101,0
-10.9,24870,9,0,1,24116,262,492,21459022.909402847,0.05,557,97375,2023-04-27T22:25:41.840004,0
-1,24880,10,0,0,24126,262,492,20932435.020804405,0.05,609,97984,2023-04-27T22:25:45.994953,0
-10.9,24890,9,0,1,24135,262,493,21738211.661577225,0.05,549,98533,2023-04-27T22:25:49.805436,0
-1,24900,10,0,0,24145,262,493,21257756.426930428,0.05,696,99229,2023-04-27T22:25:53.505689,0
-1,24910,10,0,0,24155,262,493,19828396.96109295,0.9998334999999905,1743,80778,2023-04-27T22:25:56.516441,0
-1,24920,10,0,0,24165,262,493,20278814.360499382,0.9331668333333238,1466,82244,2023-04-27T22:25:59.652182,0
-1,24930,10,0,0,24175,262,493,21444493.532180786,0.8665001666666572,1339,83583,2023-04-27T22:26:03.275973,0
-1,24940,10,0,0,24185,262,493,20045694.708824158,0.7998334999999905,1363,84946,2023-04-27T22:26:06.488404,0
-10.9,24950,9,0,1,24194,262,494,21612728.536128998,0.7331744923333243,1245,86191,2023-04-27T22:26:09.812206,0
-1,24960,10,0,0,24204,262,494,20360375.121235847,0.6665001666666572,1362,87553,2023-04-27T22:26:13.074157,0
-10.9,24970,9,0,1,24213,262,495,20057302.26635933,0.5998344989999905,1232,88785,2023-04-27T22:26:16.727615,0
10.1,24980,9,1,0,24222,263,495,21985318.064689636,0.533170163333324,1054,89839,2023-04-27T22:26:20.350273,0
10.1,24990,9,1,0,24231,264,495,21940319.016575813,0.46650549466665747,989,90828,2023-04-27T22:26:23.769197,0
-1,25000,10,0,0,24241,264,495,21226196.363568306,0.3998334999999905,962,91790,2023-04-27T22:26:27.219217,0
-1,25010,10,0,0,24251,264,495,21363540.962338448,0.33316683333332386,900,92690,2023-04-27T22:26:30.668824,0
-1,25020,10,0,0,24261,264,495,22186558.842658997,0.2665001666666572,809,93499,2023-04-27T22:26:34.667512,0
-10.9,25030,9,0,1,24270,264,496,21089237.183332443,0.19983683000000424,731,94230,2023-04-27T22:26:38.353110,0
-1,25040,10,0,0,24280,264,496,21551478.803157806,0.13316683333333768,807,95037,2023-04-27T22:26:41.943622,0
-1,25050,10,0,0,24290,264,496,21778388.09788227,0.06650016666666408,656,95693,2023-04-27T22:26:45.676217,0
-1,25060,10,0,0,24300,264,496,20875537.84251213,0.05,623,96316,2023-04-27T22:26:49.755000,0
-10.9,25070,9,0,1,24309,264,497,21626233.83104801,0.05,637,96953,2023-04-27T22:26:53.611511,0
-10.9,25080,9,0,1,24318,264,498,21325082.48090744,0.05,648,97601,2023-04-27T22:26:57.249818,0
-1,25090,10,0,0,24328,264,498,20822727.531194687,0.05,580,98181,2023-04-27T22:27:00.950056,0
10.1,25100,9,1,0,24337,265,498,21781732.216477394,0.05,526,98707,2023-04-27T22:27:04.780167,0
-1,25110,10,0,0,24347,265,498,21204585.283994675,0.05,592,99299,2023-04-27T22:27:08.774536,0
-1,25120,10,0,0,24357,265,498,21557845.324277878,0.05,691,99990,2023-04-27T22:27:12.460161,0
-1,25130,10,0,0,24367,265,498,21494481.11653328,0.05,620,80488,2023-04-27T22:27:16.144887,0
-1,25140,10,0,0,24377,265,498,21141961.66396141,0.05,605,81093,2023-04-27T22:27:19.829512,0
-1,25150,10,0,0,24387,265,498,21112841.069698334,0.05,617,81710,2023-04-27T22:27:23.937982,0
10.1,25160,9,1,0,24396,266,498,21770598.143339157,0.05,555,82265,2023-04-27T22:27:27.670463,0
-1,25170,10,0,0,24406,266,498,20651033.148169518,0.05,587,82852,2023-04-27T22:27:31.401948,0
-1,25180,10,0,0,24416,266,498,22045241.14727974,0.05,681,83533,2023-04-27T22:27:35.031667,0
-1,25190,10,0,0,24426,266,498,21471564.769744873,0.05,702,84235,2023-04-27T22:27:39.178940,0
-1,25200,10,0,0,24436,266,498,22051473.259925842,0.05,609,84844,2023-04-27T22:27:42.863769,0
-1,25210,10,0,0,24446,266,498,18968409.225344658,0.9998334999999905,1709,86553,2023-04-27T22:27:45.873982,0
-1,25220,10,0,0,24456,266,498,20776647.03130722,0.9331668333333238,1546,88099,2023-04-27T22:27:48.946804,0
-1,25230,10,0,0,24466,266,498,20689198.821783066,0.8665001666666572,1491,89590,2023-04-27T22:27:52.225516,0
0.2,25240,8,1,1,24474,267,499,20552595.034241676,0.7998524809999916,1218,90808,2023-04-27T22:27:56.067885,0
-1,25250,10,0,0,24484,267,499,19752716.347575188,0.7331668333333239,1378,92186,2023-04-27T22:27:59.783195,0
-1,25260,10,0,0,24494,267,499,20523478.090763092,0.6665001666666572,1272,93458,2023-04-27T22:28:03.122567,0
-1,25270,10,0,0,24504,267,499,21672091.1860466,0.5998334999999905,1126,94584,2023-04-27T22:28:06.509165,0
-1,25280,10,0,0,24514,267,499,20882278.382778168,0.5331668333333238,1134,95718,2023-04-27T22:28:10.272805,0
-1,25290,10,0,0,24524,267,499,20667105.466127396,0.46650016666665717,1091,96809,2023-04-27T22:28:13.769358,0
-1,25300,10,0,0,24534,267,499,21124220.713973045,0.3998334999999905,885,97694,2023-04-27T22:28:17.313348,0
-1,25310,10,0,0,24544,267,499,21279203.14669609,0.33316683333332386,976,98670,2023-04-27T22:28:20.778586,0
-20.8,25320,8,0,2,24552,267,501,20817741.453647614,0.26652147866665843,704,99374,2023-04-27T22:28:24.462759,0
-1,25330,10,0,0,24562,267,501,20994450.89697838,0.19983350000000433,741,80092,2023-04-27T22:28:28.398138,0
-1,25340,10,0,0,24572,267,501,21302332.72910118,0.13316683333333768,690,80782,2023-04-27T22:28:32.083740,0
-1,25350,10,0,0,24582,267,501,21502223.83439541,0.06650016666666408,676,81458,2023-04-27T22:28:35.941942,0
-1,25360,10,0,0,24592,267,501,21040041.893720627,0.01,604,82062,2023-04-27T22:28:39.767085,0
-1,25370,10,0,0,24602,267,501,21830145.120620728,0.01,585,82647,2023-04-27T22:28:43.890718,0
-10.9,25380,9,0,1,24611,267,502,21698170.229792595,0.01,590,83237,2023-04-27T22:28:47.714655,0
-1,25390,10,0,0,24621,267,502,21446535.43829918,0.01,645,83882,2023-04-27T22:28:51.540287,0
-1,25400,10,0,0,24631,267,502,21062625.274062157,0.01,643,84525,2023-04-27T22:28:55.287776,0
-1,25410,10,0,0,24641,267,502,21320255.771279335,0.01,660,85185,2023-04-27T22:28:59.584049,0
-1,25420,10,0,0,24651,267,502,21434676.498174667,0.01,583,85768,2023-04-27T22:29:03.331676,0
-1,25430,10,0,0,24661,267,502,21809752.43449211,0.01,730,86498,2023-04-27T22:29:07.047554,0
-1,25440,10,0,0,24671,267,502,20642939.73147869,0.01,568,87066,2023-04-27T22:29:11.077510,0
-1,25450,10,0,0,24681,267,502,21917728.11114788,0.01,615,87681,2023-04-27T22:29:15.939484,0
-1,25460,10,0,0,24691,267,502,21070986.0175848,0.01,617,88298,2023-04-27T22:29:19.922115,0
-1,25470,10,0,0,24701,267,502,21455677.151679993,0.01,590,88888,2023-04-27T22:29:23.685281,0
-1,25480,10,0,0,24711,267,502,21366818.249225616,0.01,549,89437,2023-04-27T22:29:27.369992,0
-1,25490,10,0,0,24721,267,502,21617395.4308033,0.01,597,90034,2023-04-27T22:29:31.618998,0
-1,25500,10,0,0,24731,267,502,21218503.639101982,0.01,502,90536,2023-04-27T22:29:35.319250,0
-20.8,25510,8,0,2,24739,267,504,19000085.36875248,0.9998408259999909,1473,92009,2023-04-27T22:29:38.329471,0
-1,25520,10,0,0,24749,267,504,20264843.62781048,0.9331668333333238,1482,93491,2023-04-27T22:29:41.418193,0
-1,25530,10,0,0,24759,267,504,19727731.198072433,0.8665001666666572,1390,94881,2023-04-27T22:29:44.884270,0
21.2,25540,8,2,0,24767,269,504,20371131.151914597,0.7998461539999913,1375,96256,2023-04-27T22:29:48.443157,0
-10.9,25550,9,0,1,24776,269,505,19700318.202376366,0.733169497333324,1386,97642,2023-04-27T22:29:51.673205,0
-1,25560,10,0,0,24786,269,505,19804478.43670845,0.6665001666666572,1355,98997,2023-04-27T22:29:54.969347,0
-1,25570,10,0,0,24796,269,505,21110891.77429676,0.5998334999999905,1176,80139,2023-04-27T22:29:58.227093,0
-1,25580,10,0,0,24806,269,505,21075227.856636047,0.5331668333333238,1251,81390,2023-04-27T22:30:02.005882,0
-1,25590,10,0,0,24816,269,505,21113384.142518044,0.46650016666665717,1105,82495,2023-04-27T22:30:05.596446,0
-1,25600,10,0,0,24826,269,505,20479911.19325161,0.3998334999999905,1013,83508,2023-04-27T22:30:09.061179,0
-1,25610,10,0,0,24836,269,505,21290352.791547775,0.33316683333332386,935,84443,2023-04-27T22:30:12.558459,0
-1,25620,10,0,0,24846,269,505,20898160.26389599,0.2665001666666572,933,85376,2023-04-27T22:30:16.321115,0
-10.9,25630,9,0,1,24855,269,506,20455649.42061901,0.19984682000000398,773,86149,2023-04-27T22:30:20.335913,0
-1,25640,10,0,0,24865,269,506,21216706.708073616,0.13316683333333768,666,86815,2023-04-27T22:30:23.989808,0
-1,25650,10,0,0,24875,269,506,20914120.748639107,0.06650016666666408,677,87492,2023-04-27T22:30:27.705811,0
-1,25660,10,0,0,24885,269,506,21740947.81279564,0.01,635,88127,2023-04-27T22:30:31.421697,0
-1,25670,10,0,0,24895,269,506,21163045.912981033,0.01,521,88648,2023-04-27T22:30:35.764741,0
-1,25680,10,0,0,24905,269,506,20800467.431545258,0.01,525,89173,2023-04-27T22:30:39.637234,0
-1,25690,10,0,0,24915,269,506,20811226.293444633,0.01,586,89759,2023-04-27T22:30:43.322853,0
-1,25700,10,0,0,24925,269,506,20658242.478966713,0.01,646,90405,2023-04-27T22:30:47.007584,0
-10.9,25710,9,0,1,24934,269,507,21268641.874194145,0.01,716,91121,2023-04-27T22:30:51.178873,0
-1,25720,10,0,0,24944,269,507,21790422.201156616,0.01,639,91760,2023-04-27T22:30:55.004552,0
-1,25730,10,0,0,24954,269,507,20982995.331287384,0.01,597,92357,2023-04-27T22:30:59.974566,0
-1,25740,10,0,0,24964,269,507,21521662.026643753,0.01,640,92997,2023-04-27T22:31:04.224002,0
-1,25750,10,0,0,24974,269,507,21741154.864430428,0.01,563,93560,2023-04-27T22:31:08.441282,0
-1,25760,10,0,0,24984,269,507,21197346.597909927,0.01,560,94120,2023-04-27T22:31:12.204470,0
-1,25770,10,0,0,24994,269,507,21890343.129634857,0.01,601,94721,2023-04-27T22:31:15.920323,0
-1,25780,10,0,0,25004,269,507,21511661.18681431,0.01,519,95240,2023-04-27T22:31:19.683947,0
-1,25790,10,0,0,25014,269,507,20306638.10670376,0.01,574,95814,2023-04-27T22:31:23.839525,0
-1,25800,10,0,0,25024,269,507,20960110.72397232,0.01,586,96400,2023-04-27T22:31:27.603166,0
-10.9,25810,9,0,1,25033,269,508,20113037.154078484,0.9998474859999913,1402,97802,2023-04-27T22:31:30.818461,0
-20.8,25820,8,0,2,25041,269,510,19454343.616962433,0.9331851483333249,1370,99172,2023-04-27T22:31:34.927029,0
-1,25830,10,0,0,25051,269,510,19928345.23320198,0.8665001666666572,1456,80503,2023-04-27T22:31:38.565747,0
-1,25840,10,0,0,25061,269,510,21082943.67790222,0.7998334999999905,1369,81872,2023-04-27T22:31:41.954164,0
-1,25850,10,0,0,25071,269,510,20349868.908524513,0.7331668333333239,1397,83269,2023-04-27T22:31:45.199447,0
-1,25860,10,0,0,25081,269,510,20072916.001081467,0.6665001666666572,1308,84577,2023-04-27T22:31:48.523252,0
-10.9,25870,9,0,1,25090,269,511,20403964.96653557,0.5998338329999905,1131,85708,2023-04-27T22:31:51.968260,0
-1,25880,10,0,0,25100,269,511,20237937.64412403,0.5331668333333238,1118,86826,2023-04-27T22:31:55.784062,0
-1,25890,10,0,0,25110,269,511,20767416.35799408,0.46650016666665717,1072,87898,2023-04-27T22:31:59.202408,0
10.1,25900,9,1,0,25119,270,511,20952131.003141403,0.39984848499999137,857,88755,2023-04-27T22:32:02.809432,0
-1,25910,10,0,0,25129,270,511,20589399.78480339,0.33316683333332386,906,89661,2023-04-27T22:32:06.321904,0
-10.9,25920,9,0,1,25138,270,512,20508543.699979782,0.26651282066665793,808,90469,2023-04-27T22:32:10.225903,0
-10.9,25930,9,0,1,25147,270,513,20692185.61053276,0.19984016000000415,882,91351,2023-04-27T22:32:14.051638,0
-1,25940,10,0,0,25157,270,513,21166723.743081093,0.13316683333333768,719,92070,2023-04-27T22:32:17.720597,0
-1,25950,10,0,0,25167,270,513,20724409.073591232,0.06650016666666408,602,92672,2023-04-27T22:32:21.420881,0
-10.9,25960,9,0,1,25176,270,514,20297225.11768341,0.01,528,93200,2023-04-27T22:32:25.341021,0
-1,25970,10,0,0,25186,270,514,20728129.148483276,0.01,598,93798,2023-04-27T22:32:29.307662,0
-1,25980,10,0,0,25196,270,514,20708655.565977097,0.01,541,94339,2023-04-27T22:32:33.102121,0
-1,25990,10,0,0,25206,270,514,20892676.413059235,0.01,629,94968,2023-04-27T22:32:36.818073,0
-10.9,26000,9,0,1,25215,270,515,20630575.120449066,0.01,516,95484,2023-04-27T22:32:40.832343,0
-1,26010,10,0,0,25225,270,515,20694622.471928596,0.01,575,96059,2023-04-27T22:32:44.924236,0
-1,26020,10,0,0,25235,270,515,21113076.80606842,0.01,590,96649,2023-04-27T22:32:48.664586,0
-1,26030,10,0,0,25245,270,515,21011763.81111145,0.01,638,97287,2023-04-27T22:32:52.388512,0
-1,26040,10,0,0,25255,270,515,20656555.891036987,0.01,564,97851,2023-04-27T22:32:56.277604,0
-1,26050,10,0,0,25265,270,515,20567232.817411423,0.01,570,98421,2023-04-27T22:33:00.400223,0
-10.9,26060,9,0,1,25274,270,516,20732335.969805717,0.01,540,98961,2023-04-27T22:33:04.131804,0
-1,26070,10,0,0,25284,270,516,20744732.320308685,0.01,567,99528,2023-04-27T22:33:07.973143,0
-1,26080,10,0,0,25294,270,516,21125871.61362171,0.01,618,80117,2023-04-27T22:33:11.752934,0
-1,26090,10,0,0,25304,270,516,20710991.844534874,0.01,625,80742,2023-04-27T22:33:15.986381,0
-1,26100,10,0,0,25314,270,516,20662532.076239586,0.01,613,81355,2023-04-27T22:33:19.780244,0
-1,26110,10,0,0,25324,270,516,20053163.61784935,0.9998334999999905,1645,83000,2023-04-27T22:33:22.823227,0
-1,26120,10,0,0,25334,270,516,19184344.932436943,0.9331668333333238,1570,84570,2023-04-27T22:33:25.895243,0
-1,26130,10,0,0,25344,270,516,20115998.23832512,0.8665001666666572,1480,86050,2023-04-27T22:33:29.344762,0
-10.9,26140,9,0,1,25353,270,517,19567470.625042915,0.7998484849999914,1254,87304,2023-04-27T22:33:32.825218,0
10.1,26150,9,1,0,25362,271,517,20634724.721312523,0.7331824843333248,1375,88679,2023-04-27T22:33:36.086522,0
-10.9,26160,9,0,1,25371,271,518,20627558.23135376,0.6665101566666578,1292,89971,2023-04-27T22:33:39.395203,0
-1,26170,10,0,0,25381,271,518,21100178.137421608,0.5998334999999905,1311,91282,2023-04-27T22:33:42.757262,0
-1,26180,10,0,0,25391,271,518,21528920.829296112,0.5331668333333238,1176,92458,2023-04-27T22:33:46.623171,0
-1,26190,10,0,0,25401,271,518,20845749.30369854,0.46650016666665717,1035,93493,2023-04-27T22:33:50.323603,0
-1,26200,10,0,0,25411,271,518,21575779.616832733,0.3998334999999905,1011,94504,2023-04-27T22:33:53.788763,0
-1,26210,10,0,0,25421,271,518,20605490.282177925,0.33316683333332386,1095,95599,2023-04-27T22:33:57.348969,0
-10.9,26220,9,0,1,25430,271,519,20690767.31801033,0.26651148866665786,746,96345,2023-04-27T22:34:01.114270,0
-1,26230,10,0,0,25440,271,519,20909015.610814095,0.19983350000000433,774,97119,2023-04-27T22:34:05.066139,0
-1,26240,10,0,0,25450,271,519,21122868.061065674,0.13316683333333768,732,97851,2023-04-27T22:34:08.784133,0
0.2,26250,8,1,1,25458,272,520,20426452.90493965,0.06652514166666447,522,98373,2023-04-27T22:34:12.437675,0
-1,26260,10,0,0,25468,272,520,20854255.333542824,0.01,581,98954,2023-04-27T22:34:16.326590,0
-20.8,26270,8,0,2,25476,272,522,20107620.95451355,0.01,513,99467,2023-04-27T22:34:20.450244,0
-1,26280,10,0,0,25486,272,522,20291316.956281662,0.01,586,80043,2023-04-27T22:34:24.326082,0
-1,26290,10,0,0,25496,272,522,21119850.426912308,0.01,582,80625,2023-04-27T22:34:28.101814,0
-1,26300,10,0,0,25506,272,522,21266938.894987106,0.01,581,81206,2023-04-27T22:34:31.881584,0
-1,26310,10,0,0,25516,272,522,20872379.764914513,0.01,522,81728,2023-04-27T22:34:36.068077,0
-1,26320,10,0,0,25526,272,522,21142430.678009987,0.01,621,82349,2023-04-27T22:34:39.737043,0
-1,26330,10,0,0,25536,272,522,21187351.19700432,0.01,590,82939,2023-04-27T22:34:43.531469,0
-1,26340,10,0,0,25546,272,522,20952630.564570427,0.01,526,83465,2023-04-27T22:34:47.216126,0
-1,26350,10,0,0,25556,272,522,21225242.391228676,0.01,668,84133,2023-04-27T22:34:51.449494,0
-1,26360,10,0,0,25566,272,522,21373292.580246925,0.01,542,84675,2023-04-27T22:34:55.165380,0
-1,26370,10,0,0,25576,272,522,21711278.706789017,0.01,611,85286,2023-04-27T22:34:58.928545,0
-1,26380,10,0,0,25586,272,522,21126290.48526287,0.01,580,85866,2023-04-27T22:35:02.769360,0
-1,26390,10,0,0,25596,272,522,20971561.446785927,0.01,564,86430,2023-04-27T22:35:07.003157,0
-1,26400,10,0,0,25606,272,522,21033096.01545334,0.01,506,86936,2023-04-27T22:35:10.734657,0
-1,26410,10,0,0,25616,272,522,20215350.538492203,0.9998334999999905,1708,88644,2023-04-27T22:35:13.776918,0
-10.9,26420,9,0,1,25625,272,523,19641557.85739422,0.9331728273333242,1537,90181,2023-04-27T22:35:16.988037,0
-20.8,26430,8,0,2,25633,272,525,20644635.185599327,0.8665128206666579,1475,91656,2023-04-27T22:35:20.363431,0
-10.9,26440,9,0,1,25642,272,526,20120674.297213554,0.7998391609999909,1270,92926,2023-04-27T22:35:24.064361,0
-1,26450,10,0,0,25652,272,526,20169184.878468513,0.7331668333333239,1513,94439,2023-04-27T22:35:27.341326,0
-1,26460,10,0,0,25662,272,526,20865226.164460182,0.6665001666666572,1149,95588,2023-04-27T22:35:30.603053,0
-1,26470,10,0,0,25672,272,526,20196477.621793747,0.5998334999999905,1194,96782,2023-04-27T22:35:34.068305,0
-1,26480,10,0,0,25682,272,526,20734208.0026865,0.5331668333333238,1216,97998,2023-04-27T22:35:38.070354,0
-10.9,26490,9,0,1,25691,272,527,21755558.252334595,0.46651348666665793,971,98969,2023-04-27T22:35:41.692907,0
-1,26500,10,0,0,25701,272,527,20538699.17988777,0.3998334999999905,1012,99981,2023-04-27T22:35:45.236657,0
21.2,26510,8,2,0,25709,274,527,21344538.405537605,0.3331934733333254,792,80619,2023-04-27T22:35:48.717437,0
-1,26520,10,0,0,25719,274,527,20877631.455659866,0.2665001666666572,861,81480,2023-04-27T22:35:52.558786,0
-1,26530,10,0,0,25729,274,527,21139643.788337708,0.19983350000000433,766,82246,2023-04-27T22:35:56.494968,0
-1,26540,10,0,0,25739,274,527,20672641.694545746,0.13316683333333768,843,83089,2023-04-27T22:36:02.506446,0
-10.9,26550,9,0,1,25748,274,528,21031686.887145042,0.06650982366666423,642,83731,2023-04-27T22:36:06.614492,0
-1,26560,10,0,0,25758,274,528,21149264.27602768,0.01,608,84339,2023-04-27T22:36:13.953611,0
-1,26570,10,0,0,25768,274,528,20562827.14009285,0.01,501,84840,2023-04-27T22:36:17.763698,0
-1,26580,10,0,0,25778,274,528,21344040.408730507,0.01,585,85425,2023-04-27T22:36:21.402295,0
-10.9,26590,9,0,1,25787,274,529,20917153.730988503,0.01,527,85952,2023-04-27T22:36:25.400613,0
-1,26600,10,0,0,25797,274,529,21158806.085586548,0.01,540,86492,2023-04-27T22:36:29.305169,0
-1,26610,10,0,0,25807,274,529,20980058.46142769,0.01,602,87094,2023-04-27T22:36:33.122416,0
