r,g,d,w,l,td,tw,tl,l_,e,a,s,t,p
-1,57720,10,0,0,56072,541,1107,19896762.296557426,0.2665001666666572,890,85316,2023-04-28T02:04:07.265527,0
-1,57730,10,0,0,56082,541,1107,19622779.116034508,0.19983350000000433,728,86044,2023-04-28T02:04:11.268102,0
-1,57740,10,0,0,56092,541,1107,19620822.742581367,0.13316683333333768,666,86710,2023-04-28T02:04:14.861113,0
-1,57750,10,0,0,56102,541,1107,20187300.592660904,0.06650016666666408,567,87277,2023-04-28T02:04:18.655037,0
10.1,57760,9,1,0,56111,542,1107,19819668.45691204,0,451,87728,2023-04-28T02:04:22.074943,0
-1,57770,10,0,0,56121,542,1107,19460822.4183321,0,514,88242,2023-04-28T02:04:26.194097,0
-1,57780,10,0,0,56131,542,1107,19275720.939040184,0,501,88743,2023-04-28T02:04:29.910812,0
-1,57790,10,0,0,56141,542,1107,19659432.91783333,0,500,89243,2023-04-28T02:04:33.688980,0
-1,57800,10,0,0,56151,542,1107,19736735.075712204,0,518,89761,2023-04-28T02:04:37.410329,0
-1,57810,10,0,0,56161,542,1107,19975477.60605812,0,500,90261,2023-04-28T02:04:41.180992,0
-10.9,57820,9,0,1,56170,542,1108,20123243.10839176,0,457,90718,2023-04-28T02:04:45.355129,0
-1,57830,10,0,0,56180,542,1108,20144006.609916687,0,506,91224,2023-04-28T02:04:48.852961,0
-1,57840,10,0,0,56190,542,1108,19604384.60111618,0,500,91724,2023-04-28T02:04:52.648908,0
-10.9,57850,9,0,1,56199,542,1109,19592885.15150547,0,478,92202,2023-04-28T02:04:56.409383,0
-1,57860,10,0,0,56209,542,1109,19859708.845615387,0,573,92775,2023-04-28T02:05:00.416982,0
-1,57870,10,0,0,56219,542,1109,19452181.607484818,0,501,93276,2023-04-28T02:05:04.223439,0
-1,57880,10,0,0,56229,542,1109,19689226.59754753,0,500,93776,2023-04-28T02:05:07.700153,0
-1,57890,10,0,0,56239,542,1109,19681141.674518585,0,508,94284,2023-04-28T02:05:11.543192,0
-1,57900,10,0,0,56249,542,1109,19615260.884165764,0,504,94788,2023-04-28T02:05:15.727988,0
-1,57910,10,0,0,56259,542,1109,19226421.71382904,0.9998334999999905,1653,96441,2023-04-28T02:05:18.618159,0
10.1,57920,9,1,0,56268,543,1109,20264394.134283066,0.9331768233333244,1484,97925,2023-04-28T02:05:21.759177,0
-1,57930,10,0,0,56278,543,1109,19671491.011977196,0.8665001666666572,1664,99589,2023-04-28T02:05:24.805277,0
-10.9,57940,9,0,1,56287,543,1110,19840919.077396393,0.7998454879999912,1274,80691,2023-04-28T02:05:28.008542,0
-1,57950,10,0,0,56297,543,1110,19039721.0419178,0.7331668333333239,1277,81968,2023-04-28T02:05:31.633938,0
-1,57960,10,0,0,56307,543,1110,19995916.11325741,0.6665001666666572,1237,83205,2023-04-28T02:05:34.972092,0
-1,57970,10,0,0,56317,543,1110,20659989.565610886,0.5998334999999905,1203,84408,2023-04-28T02:05:38.064111,0
10.1,57980,9,1,0,56326,544,1110,20525795.29583454,0.5331724943333241,1044,85452,2023-04-28T02:05:41.487135,0
0.2,57990,8,1,1,56334,545,1111,20134048.16389084,0.4665114886666578,948,86400,2023-04-28T02:05:44.814373,0
-1,58000,10,0,0,56344,545,1111,19851719.737052917,0.3998334999999905,842,87242,2023-04-28T02:05:48.692616,0
-1,58010,10,0,0,56354,545,1111,20395168.43855381,0.33316683333332386,944,88186,2023-04-28T02:05:52.033903,0
10.1,58020,9,1,0,56363,546,1111,20217620.730400085,0.26650083266665725,737,88923,2023-04-28T02:05:55.681709,0
-10.9,58030,9,0,1,56372,546,1112,19586106.464266777,0.19983649700000425,683,89606,2023-04-28T02:06:01.163578,0
-1,58040,10,0,0,56382,546,1112,20032814.890146255,0.13316683333333768,680,90286,2023-04-28T02:06:05.666596,0
-1,58050,10,0,0,56392,546,1112,19347111.359238625,0.06650016666666408,569,90855,2023-04-28T02:06:12.822183,0
-1,58060,10,0,0,56402,546,1112,19291942.790150642,0.05,592,91447,2023-04-28T02:06:16.805356,0
-1,58070,10,0,0,56412,546,1112,19565746.33717537,0.05,574,92021,2023-04-28T02:06:20.601590,0
-1,58080,10,0,0,56422,546,1112,19743332.713842392,0.05,551,92572,2023-04-28T02:06:24.271106,0
-10.9,58090,9,0,1,56431,546,1113,19451483.93511772,0.05,526,93098,2023-04-28T02:06:27.957960,0
-1,58100,10,0,0,56441,546,1113,20057869.55356598,0.05,535,93633,2023-04-28T02:06:31.527396,0
-1,58110,10,0,0,56451,546,1113,20262881.14488125,0.05,542,94175,2023-04-28T02:06:35.906381,0
-1,58120,10,0,0,56461,546,1113,19967881.217598915,0.05,551,94726,2023-04-28T02:06:39.341851,0
-1,58130,10,0,0,56471,546,1113,19540208.652615547,0.05,558,95284,2023-04-28T02:06:43.105623,0
-1,58140,10,0,0,56481,546,1113,20316357.240080833,0.05,575,95859,2023-04-28T02:06:46.667203,0
-1,58150,10,0,0,56491,546,1113,19707586.467266083,0.05,525,96384,2023-04-28T02:06:50.652828,0
-1,58160,10,0,0,56501,546,1113,20006843.80531311,0.05,549,96933,2023-04-28T02:06:54.547153,0
-1,58170,10,0,0,56511,546,1113,19569296.538829803,0.05,545,97478,2023-04-28T02:06:57.982435,0
-1,58180,10,0,0,56521,546,1113,19456025.95806122,0.05,580,98058,2023-04-28T02:07:01.771435,0
-1,58190,10,0,0,56531,546,1113,19820213.243365288,0.05,532,98590,2023-04-28T02:07:05.668049,0
-1,58200,10,0,0,56541,546,1113,19018088.579177856,0.05,557,99147,2023-04-28T02:07:09.614552,0
-1,58210,10,0,0,56551,546,1113,20009030.997753143,0.9998334999999905,1507,80524,2023-04-28T02:07:12.759160,0
-1,58220,10,0,0,56561,546,1113,19437296.986579895,0.9331668333333238,1698,82222,2023-04-28T02:07:15.602897,0
-1,58230,10,0,0,56571,546,1113,19814213.290810585,0.8665001666666572,1377,83599,2023-04-28T02:07:18.712463,0
-10.9,58240,9,0,1,56580,546,1114,19390752.16650963,0.7998474859999913,1286,84885,2023-04-28T02:07:22.076046,0
-1,58250,10,0,0,56590,546,1114,20149872.452020645,0.7331668333333239,1248,86133,2023-04-28T02:07:25.535936,0
-10.9,58260,9,0,1,56599,546,1115,19972179.904580116,0.6665098236666578,1197,87330,2023-04-28T02:07:28.543103,0
-10.9,58270,9,0,1,56608,546,1116,19783720.22509575,0.5998478189999913,1036,88366,2023-04-28T02:07:31.928758,0
-1,58280,10,0,0,56618,546,1116,20079172.179102898,0.5331668333333238,1077,89443,2023-04-28T02:07:35.148025,0
-1,58290,10,0,0,56628,546,1116,18890673.81620407,0.46650016666665717,1132,90575,2023-04-28T02:07:39.208714,0
10.1,58300,9,1,0,56637,547,1116,20242245.867848396,0.39984781899999133,831,91406,2023-04-28T02:07:42.453656,0
-1,58310,10,0,0,56647,547,1116,19746559.783816338,0.33316683333332386,906,92312,2023-04-28T02:07:46.082090,0
-20.8,58320,8,0,2,56655,547,1118,19567503.63111496,0.2665158176666581,727,93039,2023-04-28T02:07:49.313562,0
-1,58330,10,0,0,56665,547,1118,19682320.72889805,0.19983350000000433,732,93771,2023-04-28T02:07:53.310595,0
-1,58340,10,0,0,56675,547,1118,20075464.323163033,0.13316683333333768,680,94451,2023-04-28T02:07:57.172248,0
-1,58350,10,0,0,56685,547,1118,19696996.435523033,0.06650016666666408,579,95030,2023-04-28T02:08:00.658363,0
-10.9,58360,9,0,1,56694,547,1119,19590405.076742172,0,500,95530,2023-04-28T02:08:04.472189,0
-1,58370,10,0,0,56704,547,1119,19775133.728981018,0,502,96032,2023-04-28T02:08:07.939041,0
-1,58380,10,0,0,56714,547,1119,19855021.685361862,0,500,96532,2023-04-28T02:08:12.247271,0
-10.9,58390,9,0,1,56723,547,1120,19733374.416828156,0,457,96989,2023-04-28T02:08:15.992711,0
-1,58400,10,0,0,56733,547,1120,19183487.51962185,0,501,97490,2023-04-28T02:08:19.566103,0
-1,58410,10,0,0,56743,547,1120,19634452.387690544,0,501,97991,2023-04-28T02:08:23.416056,0
-1,58420,10,0,0,56753,547,1120,20015682.65259266,0,503,98494,2023-04-28T02:08:27.367310,0
-1,58430,10,0,0,56763,547,1120,20099482.908844948,0,500,98994,2023-04-28T02:08:31.208012,0
10.1,58440,9,1,0,56772,548,1120,19695496.261119843,0,452,99446,2023-04-28T02:08:34.673589,0
-1,58450,10,0,0,56782,548,1120,19702849.462628365,0,501,99947,2023-04-28T02:08:38.366180,0
-1,58460,10,0,0,56792,548,1120,19076603.576540947,0,500,80358,2023-04-28T02:08:42.551260,0
-1,58470,10,0,0,56802,548,1120,19672485.142946243,0,500,80858,2023-04-28T02:08:46.158498,0
-1,58480,10,0,0,56812,548,1120,19658600.836992264,0,500,81358,2023-04-28T02:08:50.041981,0
-20.8,58490,8,0,2,56820,548,1122,20141481.23562336,0,468,81826,2023-04-28T02:08:53.424664,0
-1,58500,10,0,0,56830,548,1122,19712921.157479286,0,505,82331,2023-04-28T02:08:57.420711,0
-10.9,58510,9,0,1,56839,548,1123,19023018.330335617,0.9998358309999906,1521,83852,2023-04-28T02:09:00.623846,0
-1,58520,10,0,0,56849,548,1123,19234272.837638855,0.9331668333333238,1587,85439,2023-04-28T02:09:03.600499,0
-1,58530,10,0,0,56859,548,1123,19258316.531777382,0.8665001666666572,1469,86908,2023-04-28T02:09:06.583737,0
-1,58540,10,0,0,56869,548,1123,19323603.212833405,0.7998334999999905,1472,88380,2023-04-28T02:09:09.748477,0
-1,58550,10,0,0,56879,548,1123,19586705.192923546,0.7331668333333239,1334,89714,2023-04-28T02:09:13.030218,0
-10.9,58560,9,0,1,56888,548,1124,20049785.152077675,0.6665124876666579,1025,90739,2023-04-28T02:09:16.588497,0
0.2,58570,8,1,1,56896,549,1125,19333375.170826912,0.5998458209999912,1126,91865,2023-04-28T02:09:19.952338,0
10.1,58580,9,1,0,56905,550,1125,19798581.153154373,0.5331741593333242,1105,92970,2023-04-28T02:09:23.184767,0
10.1,58590,9,1,0,56914,551,1125,19761224.314570427,0.4665011656666572,978,93948,2023-04-28T02:09:26.605953,0
-1,58600,10,0,0,56924,551,1125,20377715.975046158,0.3998334999999905,946,94894,2023-04-28T02:09:30.160214,0
-1,58610,10,0,0,56934,551,1125,20477544.66533661,0.33316683333332386,908,95802,2023-04-28T02:09:33.882664,0
-1,58620,10,0,0,56944,551,1125,20216195.434331894,0.2665001666666572,839,96641,2023-04-28T02:09:37.145765,0
-1,58630,10,0,0,56954,551,1125,19467028.90098095,0.19983350000000433,733,97374,2023-04-28T02:09:40.815586,0
-1,58640,10,0,0,56964,551,1125,19335332.88538456,0.13316683333333768,641,98015,2023-04-28T02:09:44.329553,0
-1,58650,10,0,0,56974,551,1125,19594035.297632217,0.06650016666666408,589,98604,2023-04-28T02:09:48.497863,0
-1,58660,10,0,0,56984,551,1125,18930079.9369812,0,500,99104,2023-04-28T02:09:52.422800,0
-1,58670,10,0,0,56994,551,1125,20268410.369753838,0,500,99604,2023-04-28T02:09:55.893028,0
-1,58680,10,0,0,57004,551,1125,19209136.813879013,0,506,80088,2023-04-28T02:09:59.754873,0
-1,58690,10,0,0,57014,551,1125,19481047.838926315,0,508,80596,2023-04-28T02:10:03.775638,0
-1,58700,10,0,0,57024,551,1125,19349555.671215057,0,515,81111,2023-04-28T02:10:07.467848,0
-1,58710,10,0,0,57034,551,1125,19580444.47004795,0,500,81611,2023-04-28T02:10:11.294096,0
-10.9,58720,9,0,1,57043,551,1126,19397367.984056473,0,479,82090,2023-04-28T02:10:14.796532,0
-1,58730,10,0,0,57053,551,1126,20010777.413845062,0,501,82591,2023-04-28T02:10:19.041898,0
-1,58740,10,0,0,57063,551,1126,19800577.983260155,0,506,83097,2023-04-28T02:10:22.570952,0
-1,58750,10,0,0,57073,551,1126,19141866.341233253,0,500,83597,2023-04-28T02:10:26.364282,0
-1,58760,10,0,0,57083,551,1126,20223528.370261192,0,501,84098,2023-04-28T02:10:30.183350,0
-1,58770,10,0,0,57093,551,1126,19843301.02801323,0,503,84601,2023-04-28T02:10:34.074015,0
-1,58780,10,0,0,57103,551,1126,19420467.31710434,0,500,85101,2023-04-28T02:10:38.116044,0
-10.9,58790,9,0,1,57112,551,1127,19976479.932665825,0,493,85594,2023-04-28T02:10:41.583815,0
-1,58800,10,0,0,57122,551,1127,19547198.26579094,0,500,86094,2023-04-28T02:10:45.337400,0
-1,58810,10,0,0,57132,551,1127,19459822.922945023,0.9998334999999905,1644,87738,2023-04-28T02:10:48.336674,0
-10.9,58820,9,0,1,57141,551,1128,19831000.119447708,0.9331681653333239,1539,89277,2023-04-28T02:10:51.918976,0
-1,58830,10,0,0,57151,551,1128,18905475.28862953,0.8665001666666572,1461,90738,2023-04-28T02:10:54.917193,0
-10.9,58840,9,0,1,57160,551,1129,20223020.4641819,0.7998468199999913,1353,92091,2023-04-28T02:10:58.127629,0
-10.9,58850,9,0,1,57169,551,1130,19593403.711915016,0.7331758243333244,1257,93348,2023-04-28T02:11:01.298057,0
-10.9,58860,9,0,1,57178,551,1131,19747700.61671734,0.6665081586666577,1258,94606,2023-04-28T02:11:04.729006,0
-1,58870,10,0,0,57188,551,1131,20030554.085969925,0.5998334999999905,1200,95806,2023-04-28T02:11:08.354210,0
-10.9,58880,9,0,1,57197,551,1132,19759760.573506355,0.5331794873333245,996,96802,2023-04-28T02:11:11.551616,0
-1,58890,10,0,0,57207,551,1132,19605984.017252922,0.46650016666665717,1092,97894,2023-04-28T02:11:14.942209,0
-1,58900,10,0,0,57217,551,1132,20201265.290379524,0.3998334999999905,921,98815,2023-04-28T02:11:18.251501,0
-1,58910,10,0,0,57227,551,1132,20228991.955518723,0.33316683333332386,862,99677,2023-04-28T02:11:22.202497,0
-1,58920,10,0,0,57237,551,1132,20481214.1507864,0.2665001666666572,835,80410,2023-04-28T02:11:25.747354,0
-1,58930,10,0,0,57247,551,1132,19560090.377926826,0.19983350000000433,690,81100,2023-04-28T02:11:29.494713,0
-1,58940,10,0,0,57257,551,1132,20176350.101828575,0.13316683333333768,676,81776,2023-04-28T02:11:33.008259,0
-1,58950,10,0,0,57267,551,1132,20177496.820688248,0.06650016666666408,589,82365,2023-04-28T02:11:36.871677,0
-10.9,58960,9,0,1,57276,551,1133,19951055.496931076,0.05,562,82927,2023-04-28T02:11:40.934303,0
-1,58970,10,0,0,57286,551,1133,20491029.47115898,0.05,557,83484,2023-04-28T02:11:44.780342,0
-1,58980,10,0,0,57296,551,1133,19510811.3437891,0.05,599,84083,2023-04-28T02:11:48.530818,0
-1,58990,10,0,0,57306,551,1133,19471416.547894478,0.05,523,84606,2023-04-28T02:11:52.091679,0
-1,59000,10,0,0,57316,551,1133,19485646.337270737,0.05,585,85191,2023-04-28T02:11:56.310551,0
-1,59010,10,0,0,57326,551,1133,20206055.19413948,0.05,544,85735,2023-04-28T02:12:00.142796,0
-1,59020,10,0,0,57336,551,1133,20027568.04227829,0.05,516,86251,2023-04-28T02:12:03.594346,0
-1,59030,10,0,0,57346,551,1133,19751341.566443443,0.05,551,86802,2023-04-28T02:12:07.404527,0
-1,59040,10,0,0,57356,551,1133,19421333.447098732,0.05,548,87350,2023-04-28T02:12:11.500718,0
-1,59050,10,0,0,57366,551,1133,20032163.336873055,0.05,548,87898,2023-04-28T02:12:15.166845,0
10.1,59060,9,1,0,57375,552,1133,19663901.552557945,0.05,498,88396,2023-04-28T02:12:18.932040,0
-1,59070,10,0,0,57385,552,1133,19963922.649621964,0.05,581,88977,2023-04-28T02:12:22.336327,0
-1,59080,10,0,0,57395,552,1133,19901528.507471085,0.05,576,89553,2023-04-28T02:12:26.461997,0
-1,59090,10,0,0,57405,552,1133,19640703.946352005,0.05,565,90118,2023-04-28T02:12:30.053688,0
-1,59100,10,0,0,57415,552,1133,19565658.34581852,0.05,583,90701,2023-04-28T02:12:33.775844,0
-1,59110,10,0,0,57425,552,1133,19043306.26130104,0.9998334999999905,1678,92379,2023-04-28T02:12:36.710750,0
-1,59120,10,0,0,57435,552,1133,20100100.41296482,0.9331668333333238,1489,93868,2023-04-28T02:12:39.822227,0
-1,59130,10,0,0,57445,552,1133,19970264.434814453,0.8665001666666572,1411,95279,2023-04-28T02:12:43.468556,0
-1,59140,10,0,0,57455,552,1133,19726824.98395443,0.7998334999999905,1548,96827,2023-04-28T02:12:46.686911,0
-1,59150,10,0,0,57465,552,1133,19701010.808348656,0.7331668333333239,1244,98071,2023-04-28T02:12:49.880929,0
-1,59160,10,0,0,57475,552,1133,19523284.137248993,0.6665001666666572,1429,99500,2023-04-28T02:12:53.064934,0
10.1,59170,9,1,0,57484,553,1133,20268034.33895111,0.5998471529999913,1156,80525,2023-04-28T02:12:56.440361,0
-1,59180,10,0,0,57494,553,1133,20175247.937440872,0.5331668333333238,1235,81760,2023-04-28T02:13:00.111722,0
-10.9,59190,9,0,1,57503,553,1134,20728768.706321716,0.4665008326666572,990,82750,2023-04-28T02:13:03.571137,0
-1,59200,10,0,0,57513,553,1134,20176228.35934162,0.3998334999999905,970,83720,2023-04-28T02:13:06.771440,0
-1,59210,10,0,0,57523,553,1134,19823203.60839367,0.33316683333332386,972,84692,2023-04-28T02:13:10.303765,0
-1,59220,10,0,0,57533,553,1134,19236440.658569336,0.2665001666666572,829,85521,2023-04-28T02:13:14.067945,0
-10.9,59230,9,0,1,57542,553,1135,19892817.88468361,0.1998418250000041,752,86273,2023-04-28T02:13:17.886495,0
-1,59240,10,0,0,57552,553,1135,19948673.471808434,0.13316683333333768,677,86950,2023-04-28T02:13:21.325346,0
-10.9,59250,9,0,1,57561,553,1136,19564613.4018898,0.06650715966666419,515,87465,2023-04-28T02:13:24.955830,0
-1,59260,10,0,0,57571,553,1136,19328322.783112526,0,513,87978,2023-04-28T02:13:28.900182,0
-1,59270,10,0,0,57581,553,1136,19830833.00292492,0,504,88482,2023-04-28T02:13:32.800170,0
-1,59280,10,0,0,57591,553,1136,18934793.025255203,0,505,88987,2023-04-28T02:13:36.614798,0
-1,59290,10,0,0,57601,553,1136,19525802.358984947,0,500,89487,2023-04-28T02:13:40.144451,0
-1,59300,10,0,0,57611,553,1136,19056675.508618355,0,500,89987,2023-04-28T02:13:44.016219,0
-1,59310,10,0,0,57621,553,1136,20008825.51074028,0,500,90487,2023-04-28T02:13:48.335023,0
-10.9,59320,9,0,1,57630,553,1137,19768536.9849205,0,490,90977,2023-04-28T02:13:51.864717,0
-1,59330,10,0,0,57640,553,1137,20206664.130091667,0,506,91483,2023-04-28T02:13:55.714034,0
-1,59340,10,0,0,57650,553,1137,19758887.365460396,0,503,91986,2023-04-28T02:13:59.180209,0
-1,59350,10,0,0,57660,553,1137,19161473.28913212,0,500,92486,2023-04-28T02:14:03.447428,0
-10.9,59360,9,0,1,57669,553,1138,19528334.066271782,0,505,92991,2023-04-28T02:14:07.246044,0
-10.9,59370,9,0,1,57678,553,1139,19587389.528751373,0,513,93504,2023-04-28T02:14:10.733292,0
-1,59380,10,0,0,57688,553,1139,20255851.671099663,0,500,94004,2023-04-28T02:14:14.540595,0
-1,59390,10,0,0,57698,553,1139,20159726.73892975,0,500,94504,2023-04-28T02:14:18.488200,0
-1,59400,10,0,0,57708,553,1139,19605279.41584587,0,508,95012,2023-04-28T02:14:22.413586,0
-1,59410,10,0,0,57718,553,1139,19639355.76379299,0.9998334999999905,1638,96650,2023-04-28T02:14:25.534545,0
-10.9,59420,9,0,1,57727,553,1140,19678234.308958054,0.9331754913333243,1324,97974,2023-04-28T02:14:28.491493,0
-9.7,59430,7,1,2,57734,554,1142,19539666.62287712,0.8665278056666588,1210,99184,2023-04-28T02:14:31.491417,0
-1,59440,10,0,0,57744,554,1142,19485752.135515213,0.7998334999999905,1379,80451,2023-04-28T02:14:35.251997,0
-1,59450,10,0,0,57754,554,1142,19498809.87405777,0.7331668333333239,1330,81781,2023-04-28T02:14:38.517416,0
-1,59460,10,0,0,57764,554,1142,20742679.461836815,0.6665001666666572,1211,82992,2023-04-28T02:14:41.631175,0
-1,59470,10,0,0,57774,554,1142,19829444.885253906,0.5998334999999905,1171,84163,2023-04-28T02:14:45.022250,0
-1,59480,10,0,0,57784,554,1142,20241339.802742004,0.5331668333333238,1074,85237,2023-04-28T02:14:48.308044,0
-1,59490,10,0,0,57794,554,1142,20105285.495519638,0.46650016666665717,938,86175,2023-04-28T02:14:52.232386,0
-1,59500,10,0,0,57804,554,1142,20118615.478277206,0.3998334999999905,940,87115,2023-04-28T02:14:55.588862,0
-1,59510,10,0,0,57814,554,1142,20377538.353204727,0.33316683333332386,842,87957,2023-04-28T02:14:59.226436,0
-1,59520,10,0,0,57824,554,1142,19952597.990632057,0.2665001666666572,854,88811,2023-04-28T02:15:02.531456,0
-1,59530,10,0,0,57834,554,1142,19936424.791812897,0.19983350000000433,720,89531,2023-04-28T02:15:06.552950,0
-1,59540,10,0,0,57844,554,1142,20033626.10936165,0.13316683333333768,638,90169,2023-04-28T02:15:10.352761,0
-1,59550,10,0,0,57854,554,1142,19705459.17749405,0.06650016666666408,565,90734,2023-04-28T02:15:13.928567,0
-1,59560,10,0,0,57864,554,1142,20163349.732756615,0.05,552,91286,2023-04-28T02:15:17.703578,0
-1,59570,10,0,0,57874,554,1142,19968936.21981144,0.05,553,91839,2023-04-28T02:15:21.373432,0
-1,59580,10,0,0,57884,554,1142,19889926.16534233,0.05,547,92386,2023-04-28T02:15:25.940063,0
-1,59590,10,0,0,57894,554,1142,19348018.09489727,0.05,538,92924,2023-04-28T02:15:30.022128,0
-1,59600,10,0,0,57904,554,1142,19844216.33183956,0.05,567,93491,2023-04-28T02:15:33.992988,0
-1,59610,10,0,0,57914,554,1142,19212022.721767426,0.05,559,94050,2023-04-28T02:15:38.096888,0
-1,59620,10,0,0,57924,554,1142,19420265.927910805,0.05,573,94623,2023-04-28T02:15:41.926501,0
-1,59630,10,0,0,57934,554,1142,19452404.975891113,0.05,544,95167,2023-04-28T02:15:45.624432,0
-1,59640,10,0,0,57944,554,1142,19595050.662755966,0.05,568,95735,2023-04-28T02:15:49.429110,0
-1,59650,10,0,0,57954,554,1142,19352103.993296623,0.05,554,96289,2023-04-28T02:15:53.099357,0
-1,59660,10,0,0,57964,554,1142,19317311.42103672,0.05,543,96832,2023-04-28T02:15:57.169397,0
-10.9,59670,9,0,1,57973,554,1143,19774071.05267048,0.05,523,97355,2023-04-28T02:16:00.667438,0
-1,59680,10,0,0,57983,554,1143,19900313.46678734,0.05,543,97898,2023-04-28T02:16:04.512584,0
-1,59690,10,0,0,57993,554,1143,19491274.72937107,0.05,550,98448,2023-04-28T02:16:08.376032,0
-1,59700,10,0,0,58003,554,1143,20006568.20833683,0.05,543,98991,2023-04-28T02:16:12.336342,0
-1,59710,10,0,0,58013,554,1143,19395516.887307167,0.9998334999999905,1536,80422,2023-04-28T02:16:15.506539,0
-1,59720,10,0,0,58023,554,1143,19180986.508727074,0.9331668333333238,1526,81948,2023-04-28T02:16:18.360851,0
-10.9,59730,9,0,1,58032,554,1144,19442174.434661865,0.8665018316666573,1569,83517,2023-04-28T02:16:21.616639,0
-1,59740,10,0,0,58042,554,1144,19920346.14086151,0.7998334999999905,1428,84945,2023-04-28T02:16:24.706828,0
-1,59750,10,0,0,58052,554,1144,19332335.740327835,0.7331668333333239,1278,86223,2023-04-28T02:16:28.502175,0
-1,59760,10,0,0,58062,554,1144,19580208.882689476,0.6665001666666572,1286,87509,2023-04-28T02:16:31.575714,0
-20.8,59770,8,0,2,58070,554,1146,19595152.735710144,0.5998558109999917,1040,88549,2023-04-28T02:16:35.029455,0
-1,59780,10,0,0,58080,554,1146,20126135.870814323,0.5331668333333238,1158,89707,2023-04-28T02:16:38.323712,0
-1,59790,10,0,0,58090,554,1146,19942445.82951069,0.46650016666665717,1001,90708,2023-04-28T02:16:42.231919,0
-1,59800,10,0,0,58100,554,1146,19450794.16036606,0.3998334999999905,948,91656,2023-04-28T02:16:45.729259,0
-1,59810,10,0,0,58110,554,1146,19021234.959363937,0.33316683333332386,853,92509,2023-04-28T02:16:49.335700,0
-10.9,59820,9,0,1,58119,554,1147,19665171.35500908,0.26650616066665755,775,93284,2023-04-28T02:16:52.936016,0
-1,59830,10,0,0,58129,554,1147,20217030.197381973,0.19983350000000433,655,93939,2023-04-28T02:16:56.484859,0
-1,59840,10,0,0,58139,554,1147,19374707.266688347,0.13316683333333768,620,94559,2023-04-28T02:17:00.653175,0
-1,59850,10,0,0,58149,554,1147,20240283.384919167,0.06650016666666408,588,95147,2023-04-28T02:17:04.154395,0
-1,59860,10,0,0,58159,554,1147,19473441.541194916,0,500,95647,2023-04-28T02:17:07.961800,0
-1,59870,10,0,0,58169,554,1147,19927155.59899807,0,510,96157,2023-04-28T02:17:11.572826,0
-10.9,59880,9,0,1,58178,554,1148,19614088.237285614,0,475,96632,2023-04-28T02:17:15.782448,0
-10.9,59890,9,0,1,58187,554,1149,19731604.605913162,0,453,97085,2023-04-28T02:17:19.573667,0
-10.9,59900,9,0,1,58196,554,1150,19392011.389136314,0,471,97556,2023-04-28T02:17:23.134586,0
-10.9,59910,9,0,1,58205,554,1151,19595014.75095749,0,459,98015,2023-04-28T02:17:27.011623,0
-10.9,59920,9,0,1,58214,554,1152,19559557.81042576,0,470,98485,2023-04-28T02:17:31.140610,0
-1,59930,10,0,0,58224,554,1152,19399409.96468067,0,502,98987,2023-04-28T02:17:34.853686,0
-1,59940,10,0,0,58234,554,1152,19286289.81113434,0,506,99493,2023-04-28T02:17:38.659885,0
-1,59950,10,0,0,58244,554,1152,19712116.345763206,0,511,80004,2023-04-28T02:17:42.173324,0
-1,59960,10,0,0,58254,554,1152,19454700.648784637,0,510,80514,2023-04-28T02:17:46.355801,0
-1,59970,10,0,0,58264,554,1152,19519008.39805603,0,501,81015,2023-04-28T02:17:50.344176,0
-1,59980,10,0,0,58274,554,1152,19423828.87005806,0,500,81515,2023-04-28T02:17:53.926308,0
-1,59990,10,0,0,58284,554,1152,19269196.61462307,0,501,82016,2023-04-28T02:17:57.766321,0
-1,60000,10,0,0,58294,554,1152,19728284.627199173,0,500,82516,2023-04-28T02:18:01.468616,0
-1,60010,10,0,0,58304,554,1152,19590825.66201687,0.9998334999999905,1611,84127,2023-04-28T02:18:04.876677,0
0.2,60020,8,1,1,58312,555,1153,20371007.099747658,0.9331791543333245,1323,85450,2023-04-28T02:18:07.747135,0
-1,60030,10,0,0,58322,555,1153,19571699.053049088,0.8665001666666572,1472,86922,2023-04-28T02:18:10.995383,0
-10.9,60040,9,0,1,58331,555,1154,20222093.83547306,0.7998464869999913,1204,88126,2023-04-28T02:18:13.913067,0
10.1,60050,9,1,0,58340,556,1154,19559508.115053177,0.733168498333324,1266,89392,2023-04-28T02:18:17.402976,0
-1,60060,10,0,0,58350,556,1154,19283433.40754509,0.6665001666666572,1363,90755,2023-04-28T02:18:20.711793,0
10.1,60070,9,1,0,58359,557,1154,19827085.50989628,0.5998398269999908,1146,91901,2023-04-28T02:18:24.309032,0
-1,60080,10,0,0,58369,557,1154,20674829.63204384,0.5331668333333238,1151,93052,2023-04-28T02:18:27.408906,0
-1,60090,10,0,0,58379,557,1154,19862157.03189373,0.46650016666665717,1001,94053,2023-04-28T02:18:30.964678,0
-10.9,60100,9,0,1,58388,557,1155,20495910.197496414,0.39984115899999095,917,94970,2023-04-28T02:18:34.623018,0
-10.9,60110,9,0,1,58397,557,1156,20117167.830467224,0.3331758243333244,845,95815,2023-04-28T02:18:38.175964,0
-10.9,60120,9,0,1,58406,557,1157,20053323.805332184,0.2665054946666575,777,96592,2023-04-28T02:18:41.805810,0
-1,60130,10,0,0,58416,557,1157,19950443.357229233,0.19983350000000433,747,97339,2023-04-28T02:18:45.224436,0
